Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temperature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Climbing plant,Pronkboon Scarlet Emperor,20,10,18,0.3,5,3600,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,120,36,2,pronkboon scarlet emperor
Herb,Scharlei,20,5,18,0.3,4,600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,scharlei
Vegetable,Spinaziezuring,18,5,15,0.3,3,3600,60,"[""loamy"",""sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Autumn""]",40,35,20,48,"[""nitrogen"",""phosphorus"",""potassium""]",2,24,12,0.5,spinaziezuring
Vegetable,Stamslaboon la victoire,21,4,18,0.3,3,2400,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer"",""Autumn""]",40,35,25,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",2,24,12,2,stamslaboon la victoire
Flowering Plant,Stamslaboon Major,25,5,20,0.3,3,12000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Warm temperate regions""]","[""Summer"",""Monsoon""]",40,40,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,12,2,stamslaboon major
Flowering Plant,Stamslaboon Purple Queen,25,10,20,0.4,5,6000,60,"[""Loam"",""Clay"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,stamslaboon purple queen
Fruit,Stamslaboon Roi des Belges,20,5,18,0.3,4,3000,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,50,24,"[""NPK fertilizer"",""Organic compost""]",4,36,12,2,stamslaboon roi des belges
Vegetable,Stokslaboon Helda,20,5,18,0.3,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Region A"",""Region B"",""Region C""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,1,stokslaboon helda
Vegetable,Stokslaboon Neckarkönigin,18,5,15,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Europe"",""United States"",""Canada""]","[""Spring"",""Summer""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,stokslaboon neckarkönigin
Flower,Bloemenmengsel Insectenbuffet,15,5,10,0.4,3,3000,60,"[""Loamy"",""Sandy"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,bloemenmengsel insectenbuffet
Vegetable,Broccoli Calinaro,18,5,15,0.3,4,6000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Fall""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,24,1,broccoli calinaro
Savooiekool Winterkoning 2,Savooiekool Winterkoning 2,10.5 °C,2.5 mm,8.2 °C,0.25 m³/m³,3.8 mm/day,500 seconds,70%,"[""Loamy soil"",""Sandy soil"",""Clay soil""]","[""Cool temperate regions"",""Mild temperate regions""]","[""Spring"",""Fall""]",35 km/h,35°C,20 mm,Every 2 days,"[""NPK 10-10-10"",""Organic compost""]",Every 4 weeks,24 inches,12 inches,0.5 inches,savooiekool winterkoning 2
Leafy vegetable,Savooiekool de Lorient,15,5,10,0.35,3,3600,70,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,18,12,0.5,savooiekool de lorient
Legume,Sojaboon Chiba Green,25,5,20,0.3,4,30000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""United States"",""Brazil"",""Argentina""]","[""Summer"",""Early Fall""]",40,40,100,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,36,12,2,sojaboon chiba green
Legume,Sojaboon Green Shell,25,5,20,0.3,3,3000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""United States"",""Brazil"",""Argentina""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,20,48,"[""NPK 20-20-20"",""Organic compost""]",4,36,12,1,sojaboon green shell
Flowering Plant,Amarant Orange Giant,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Spring"",""Fall""]",40,40,50,48,"[""10-10-10 NPK fertilizer"",""Compost""]",4,60,24,1,amarant orange giant
Herb,Basilicum Tulsi,25,5,22,0.4,4,600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical"",""Subtropical""]","[""Summer"",""Rainy""]",30,40,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,24,12,0.5,basilicum tulsi
Vegetable,Witloof van Brussel,20,5,15,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Belgium"",""Netherlands"",""France""]","[""Start of summer"",""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,20,6,0.5,witloof van brussel
Cereal,Zoete Maïs,20,5,18,0.4,3,3000,70,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Netherlands"",""Belgium"",""Germany""]","[""Late Spring"",""Summer""]",40,35,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,80,12,2,zoete maïs
Leafy Vegetable,Veldsla Verte de Cambrai,15,5,12,0.4,3,18000,70,"[""Loamy soil"",""Sandy soil""]","[""France"",""Belgium"",""Netherlands""]","[""Early spring"",""Autumn""]",40,35,20,48,"[""Organic compost"",""NPK fertilizer""]",4,8,12,0.5,veldsla verte de cambrai
Perennial,Amphicarpaea Bracteata,20-25,5-10,15-20,0.3-0.5,2-4,6-8,50-70,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Eastern United States"",""Eastern Canada""]","[""Spring"",""Summer""]",40-50,30-35,20-30,48-72,"[""Organic compost"",""All-purpose balanced fertilizer""]",4-6,12-24,12x12,1-2,amphicarpaea bracteata
Flowering plant,Nigella arvensis,20,5,18,0.3,3,3000,50,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Mediterranean region"",""North Africa"",""Southern Europe""]","[""Spring"",""Summer"",""Fall""]",30,35,50,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,24,12,1,nigella arvensis
Wildflower,Asperula arvensis,20,3,15,0.3,2,18000,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,8,0.2,asperula arvensis
Perennial Flower,Adonis Vernalis,10-20,2-5,8-15,0.2-0.4,2-5,6-8,40-60,"[""Loamy"",""Sandy"",""Well-drained""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",40,30,20,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,12-18,12-24,0.5-1,adonis vernalis
Annual Flower,Adonis Aestivalis,20,5,18,0.4,3,6000,60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,12,6,0.5,adonis aestivalis
Perennial,Asphodelus albus,18,4,15,0.4,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,40,12,1,asphodelus albus
Perennial,Hibiscus acetosella,25,5,20,0.3,4,6000,60,"[""Loamy"",""Sandy""]","[""Tropical"",""Subtropical""]","[""Summer"",""Rainy""]",30,38,20,48,"[""NPK 10-10-10"",""Compost""]",4,48,36,1,hibiscus acetosella
Perennial,Agastache Astromontana,20,5,15,0.3,3,300,50,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Mountainous regions"",""Temperate regions"",""Rocky soil areas""]","[""Late spring"",""Summer"",""Early fall""]",40,35,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.25,agastache astromontana
Perennial,Agastache Pringlei,20,5,18,0.3,3,30000,50,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Southwestern United States"",""Northern Mexico""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,36,12,0.25,agastache pringlei
Shrub,Salsola soda,18,2,20,0.4,3,18000,50,"[""Sandy"",""Loamy"",""Clayey""]","[""Coastal regions"",""Deserts"",""Salt marshes""]","[""Late spring"",""Summer"",""Early fall""]",30,40,15,48,"[""Compost"",""Organic fertilizers""]",4,40,12,0.5,salsola soda
Deciduous Tree,Acer pseudoplatanus,12,3,10,0.4,2,24000,60,"[""Loam"",""Clay"",""Silt""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",60,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12,100,200,1,acer pseudoplatanus
Deciduous Tree,Acer Campestre,18,5,15,0.3,3,24000,50,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""Asia Minor"",""North Africa""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,50,48,"[""NPK"",""Compost""]",8,600,800,2,acer campestre
Deciduous Tree,Acer platanoides,12.5,5,10.2,0.4,3,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",60,35,50,48,"[""NPK"",""Compost""]",8,40,400,2,acer platanoides
Deciduous Tree,Acer Saccharum,10,5,15,0.3,3,1800,50,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Eastern North America"",""Eastern Canada"",""Northern United States""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,100,300,2,acer saccharum
Herb,Carum Roxburghianum,20,5,18,0.3,4,3600,70,"[""Loam"",""Silt"",""Clay""]","[""Himalayas"",""Western Ghats"",""North-East India""]","[""Summer"",""Monsoon""]",40,35,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,carum roxburghianum
Herb,Carum Copticum,20,2,15,0.3,4,6000,50,"[""Loam"",""Sandy Loam""]","[""Mediterranean"",""Middle East"",""India""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,carum copticum
Perennial,Aquilegia alpina,12,5,10,0.3,4,18000,70,"[""Well-drained sandy loam"",""Loam"",""Silt loam""]","[""Alpine regions"",""Rock gardens"",""Woodland gardens""]","[""Spring"",""Summer""]",30,25,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.25,aquilegia alpina
Perennial,Aquilegia vulgaris und hybride,18,5,15,0.3,3,300,60,"[""Sandy loam"",""Loamy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,30,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,36,12,0.25,aquilegia vulgaris und hybride
Perennial,Aquilegia caerulea,18,3,15,0.3,4,30000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Compost"",""Organic Fertilizer""]",4,36,12,0.25,aquilegia caerulea
Perennial,Zizia Aurea,22,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Eastern United States"",""Central United States"",""Southeastern Canada""]","[""Spring"",""Summer""]",30,35,20,48,"[""Compost"",""Organic slow-release fertilizer""]",6,36,12,0.25,zizia aurea
Flowering Plant,Chrysanthemum Indicum-Hybride,20,5,25,0.4,3,12000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""East Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,48,"[""NPK 10-10-10"",""Organic compost""]",6,24,12,0.5,chrysanthemum indicum-hybride
Succulent,Aloe Vera,25,2,22,0.3,3,60000,40,"[""Sandy"",""Loamy"",""Well-drained""]","[""Mediterranean"",""Subtropical""]","[""Year-round""]",40,35,10,72,"[""Nitrogen-based"",""Phosphorus-based""]",8,24,12,2,aloe vera
Herbaceous perennial,Mandragora officinalis,20,5,15,0.3,3,6000,60,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Central Europe"",""Middle East""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",4,12,24,2,mandragora officinalis
Flowering Plant,Amethystea Caerulea,18-22,5-10,15-20,0.2-0.4,3-5,6-8,40-60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",30,30,20,48-72,"[""NPK"",""Compost""]",4-6,24,12,0.5,amethystea caerulea
Perennial,Rumex alpinus,15,5,12,0.3,3,24000,60,"[""Loam"",""Clay"",""Sandy""]","[""Alpine regions"",""Mountainous areas""]","[""Late spring"",""Summer"",""Early autumn""]",40,30,15,24,"[""Nitrogen-rich fertilizer"",""Organic compost""]",4,24,12,0.2,rumex alpinus
Perennial Herb,Rumex Rugosus,20,5,15,0.25,4,28800,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4,24,12,0.5,rumex rugosus
Perennial,Rumex hymenosepalus,25,5,20,0.3,3,3600,50,"[""Sandy loam"",""Clay loam""]","[""Southwestern United States"",""Northern Mexico""]","[""Spring"",""Summer"",""Fall""]",40,40,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,48,24,1,rumex hymenosepalus
Perennial Herb,Rumex Crispus,15,5,18,0.3,4,3000,60,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Early Spring"",""Summer"",""Fall""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,40,12,1,rumex crispus
Perennial,Rumex thysiflorus,15,5,18,0.4,2,6000,70,"[""Loam"",""Silt"",""Clay""]","[""Temperate regions"",""Mountainous areas""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,50,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,20,0.2,rumex thysiflorus
Herbaceous perennial,Rumex Scutatus,18,5,15,0.3,3,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""Compost"",""Organic nitrogen fertilizer""]",4,24,12,0.5,rumex scutatus
Perennial Fruit Plant,Fragaria x ananassa,18,5,15,0.3,4,12000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,48,"[""NPK 10-10-10"",""Organic Compost""]",4,8,12,0.5,fragaria x ananassa
Perennial,Lupinus mutabilis var. mutabilis,18,5,15,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Andes Mountains"",""Ecuador"",""Peru""]","[""Summer"",""Rainy Season""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,36,24,2,lupinus mutabilis var. mutabilis
Perennial herb,Marrubium Vulgare,20,5,15,0.4,3,24000,60,"[""Well-drained soils"",""Sandy soils""]","[""Mediterranean region"",""North America"",""Europe""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.2,marrubium vulgare
Perennial herb,Marrubium incanum,25,5,20,0.3,3,300,50,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Mediterranean region"",""Southwest Asia"",""North Africa""]","[""Spring"",""Summer""]",30,38,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,0.5,marrubium incanum
Perennial,Agastache scrophulariaefolia,18,5,15,0.3,4,12000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",30,35,50,48,"[""Compost"",""Organic fertilizer""]",4,24,12,0.5,agastache scrophulariaefolia
Perennial,Bixa orellana,25,5,20,0.5,3,3600,70,"[""Sandy loam"",""Clay loam"",""Humus-rich soil""]","[""Tropical regions"",""Subtropical regions""]","[""All year round""]",40,35,50,48,"[""Organic compost"",""Nitrogen-based fertilizer""]",6,120,24,0.5,bixa orellana
Shrub,Aronia sp.,20,5,15,0.3,4,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,50,48,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4,120,48,1,aronia sp.
Perennial,Aptenia Cordifolia,24,2,21,0.35,3,18000,60,"[""Sandy loam"",""Loamy sand""]","[""Mediterranean regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Slow-release fertilizer"",""Organic compost""]",8,8,12,0.2,aptenia cordifolia
Perennial,Arnica montana,10-25,2-5,10-20,0.2-0.4,2-5,2000-2500,40-60,"[""Sandy loam"",""Loamy sand""]","[""Mountainous regions"",""Cool temperate zones""]","[""Spring"",""Summer""]",30-50,25-30,10-20,48-72,"[""Compost"",""Organic fertilizers""]",4-6,10-24,12-18,1-2,arnica montana
Herbaceous Perennial,Arnica chamissonis,18,5,15,0.3,3,3000,60,"[""Sandy loam"",""Loamy sand""]","[""Mountainous regions"",""Alpine meadows""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,0.5,arnica chamissonis
Perennial,Aster novae-angliae,20,5,18,0.25,3,6000,70,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",50,35,50,48,"[""NPK"",""Organic compost""]",4,48,24,0.5,aster novae-angliae
Annual,Clarkia amoena,22,5,18,0.2,3,6000,50,"[""Sandy"",""Loamy""]","[""North America"",""Europe"",""Australia""]","[""Spring"",""Summer""]",30,35,10,48,"[""NPK"",""Compost""]",4,24,12,0.5,clarkia amoena
Herbaceous perennial,Sambucus ebulus,20,5,18,0.4,3,3600,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Europe"",""Western Asia"",""North Africa""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Nitrogen-based"",""Phosphorous-based"",""Potassium-based""]",4,60,24,1,sambucus ebulus
Fungi,Pleurotus ostreatus,18,5,15,0.4,3,18000,70,"[""Loamy"",""Sandy""]","[""Temperate forests"",""Deciduous forests""]","[""Spring"",""Autumn""]",40,32,50,48,"[""Compost"",""Manure""]",4,8,12,1,pleurotus ostreatus
Fungi,Pleurotus cornucopiae,15,5,12,0.4,2,6000,80,"[""loamy"",""sandy"",""clayey""]","[""temperate regions"",""forest areas""]","[""spring"",""fall""]",30,35,20,48,"[""compost"",""manure""]",4,12,12,1,pleurotus cornucopiae
Fungus,Pleurotus eryngii,18,5,15,0.3,3,18000,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Mediterranean region"",""East Asia"",""North America""]","[""Spring"",""Autumn""]",40,35,50,24,"[""Compost"",""Chicken manure"",""Mushroom substrate""]",4,12,12,1,pleurotus eryngii
Fungi,Pleurotus salmoneo-stramineus,18,5,15,0.3,3,28800,70,"[""loamy soil"",""sandy soil"",""well-drained soil""]","[""temperate regions"",""forest areas""]","[""spring"",""autumn""]",40,32,20,48,"[""compost"",""manure""]",4,10,12,1,pleurotus salmoneo-stramineus
Fungi,Pleurotus Columbinus,20-25,5-10,15-20,0.5-0.8,2-4,600-800,70-80,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Woodlands"",""Forests""]","[""Spring"",""Fall""]",30,35,20,48,"[""Compost"",""Mushroom spawn"",""Straw""]",4-6,8,12,1,pleurotus columbinus
Perennial,Veronica beccabunga,15,5,18,0.4,3,6000,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,12,18,0.2,veronica beccabunga
Perennial,Phuopsis stylosa,18,5,15,0.3,3,24000,65,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Early Fall""]",40,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,12,24,1,phuopsis stylosa
Perennial Flower,Platycodon Grandiflorus,20,5,18,0.25,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Asia"",""North America"",""Europe""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,20,48,"[""NPK 10-10-10"",""Organic Compost""]",4,40,12,0.25,platycodon grandiflorus
Vegetable,Momordica charantia,25,5,20,0.3,3,18000,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",40,40,100,48,"[""NPK fertilizer"",""Organic compost"",""Vermicompost""]",4,180,36,1,momordica charantia
Herb,Cedronella triphylla = canariensis,20-25,5-10,15-20,0.2-0.3,4-6,2400-2800,60-70,"[""Well-drained loamy soil""]","[""Mediterranean regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",30-40,35-40,20-30,48-72,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,24-36,12-18,0.5-1,cedronella triphylla = canariensis
Unknown,Unknown,Unknown °C,Unknown mm,Unknown °C,Unknown m³/m³,Unknown mm/day,Unknown seconds,Unknown %,"[""Unknown""]","[""Unknown""]","[""Unknown""]",Unknown km/h,Unknown °C,Unknown mm,Unknown,"[""Unknown""]",Unknown,Unknown in,Unknown in,Unknown in,unknown
Flowering Plant,Barbarea Vulgaris,15,5,12,0.3,3,3600,60,"[""Loam"",""Silt"",""Clay""]","[""Temperate regions"",""Northern Europe"",""North America""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizers""]",4,24,12,0.5,barbarea vulgaris
Perennial,Iris pallida x variegata,20,5,15,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate climates""]","[""Spring"",""Summer""]",30,35,20,48,"[""10-10-10"",""5-10-5""]",4,24,12,2,iris pallida x variegata
Vine,Anredera cordifolia,25 °C,5 mm,20 °C,0.3 m³/m³,3 mm/day,240 seconds,60%,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Spring""]",30 km/h,35 °C,50 mm,48 hours,"[""NPK fertilizers"",""Organic compost""]",4 weeks,118 inches,24 square inches,1 inch,anredera cordifolia
Herb,Ocimum Micranthemum,25,5,20,0.4,3,6000,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Compost"",""Organic fertilizer""]",4,12,6,0.5,ocimum micranthemum
Herb,Ocimum sp.,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,36,12,1,ocimum sp.
