Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),Maximum area this plant require (inches),Soil depth for sowing (inches),Plant name
Tomato,Tomate Cerise Miel du Mexique,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mexico"",""France"",""United States""]","[""Start of summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,60,24,0.5,"tomate cerise miel du mexique
le sachet de 25 graines"
Chervis,Le Sachet de +/- 2700 graines,20,5,18,0.4,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,10,24,"[""NPK"",""Compost""]",2,12,12,1,"chervis
le sachet de +/- 2700 graines"
Vegetable,Mâche Coquille de Louviers,10-20,2-5,10-15,0.3-0.5,3-5,1800-2200,50-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Belgium"",""Netherlands""]","[""Autumn"",""Winter"",""Spring""]",40,30,15,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4-6,8-12,10-12,0.5,"mâche coquille de louviers
le sachet de +/- 1200 graines"
Leafy vegetable,Mâche Verte de Cambrai,12.5,2.8,10.3,0.25,3.2,21600,75,"[""Loamy soil"",""Sandy soil""]","[""Northern France"",""Belgium"",""Netherlands""]","[""Start of spring"",""Autumn""]",40,30,15,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,6,12,0.2,"mâche verte de cambrai
le sachet de +/- 1210 graines"
Leafy green,Mâche de Comines,15,3,12,0.3,2,3600,70,"[""Loamy soil"",""Sandy soil""]","[""Temperate regions"",""Mild climates""]","[""Start of spring"",""Autumn""]",30,30,10,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,8,6,0.2,"mâche de comines
le sachet de +/- 1200 graines"
Leafy vegetable,Mâche verte à coeur plein,10-20,2-5,8-15,0.2-0.4,3-5,2000-2500,50-70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",30,30,20,48-72,"[""Nitrogen-based fertilizer"",""Organic compost""]",3-4,10,12,0.5,"mâche verte à coeur plein
le sachet de +/- 1200 graines"
Leafy Greens,Mâche Bigarrée de Huy,10-18 °C,2-5 mm,8-15 °C,0.15-0.25 m³/m³,3-5 mm/day,4-6 seconds,50-70%,"[""Loam"",""Sandy Loam"",""Silt Loam""]","[""Cool Temperate Regions"",""Mediterranean Regions""]","[""Early Spring"",""Autumn""]",30 km/h,25-30 °C,10-20 mm,12-24 hours,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6 weeks,4-8 inches,6-8 inches,0.5-1 inch,"mâche bigarrée de huy
le sachet de +/- 1200 graines"
Vegetable,Mâche à Grosse Graine,20,5,18,0.4,3,6000,60,"[""Loam"",""Sandy Loam""]","[""Europe"",""North America""]","[""Spring"",""Autumn""]",40,35,20,24,"[""Compost"",""Organic Fertilizer""]",4,6,12,0.2,"mâche à grosse graine
le sachet de +/- 1200 graines"
Leafy Vegetable,Mâche à Grandes Feuilles de Hollande,20,5,15,0.3,4,300,60,"[""Loam"",""Silt"",""Clay""]","[""France"",""Netherlands"",""Belgium""]","[""Late Summer"",""Autumn"",""Early Spring""]",40,35,20,24,"[""NPK 10-10-10"",""Compost"",""Manure""]",4,10,12,0.5,"mâche à grandes feuilles de hollande
le sachet de +/- 1000 graines"
Leafy vegetable,Mâche vit,10-20,1-3,8-15,0.3-0.4,2-4,18000-20000,40-60,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Autumn""]",30,25-30,10-20,48,"[""NPK 10-10-10"",""Compost""]",4-6,6-8,12-18,0.5-1,"mâche vit
le sachet de +/- 1200 graines"
Vegetable,Chou Chinois Granaat,20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mild climates""]","[""Start summer"",""Autumn"",""Spring""]",30,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",2,12,16,0.5,"chou chinois granaat
le sachet de +/- 280 graines"
Leafy vegetable,Pak choi taisai,20,5,15,0.4,3,3600,60,"[""Loamy soil"",""Sandy soil""]","[""Mild temperate regions"",""Subtropical regions""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,12,8,0.5,pak choi taisai
Leafy vegetable,Pak choi tatsoi,22,5,18,0.4,3,24000,70,"[""Loamy"",""Sandy loam""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Fall""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",2,12,8,0.5,pak choi tatsoi
Vegetable,Chou Chinois Sativa (Type Astuko),10-25,5-10,15-20,30-40,3-5,6-8,60-80,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Mild climates""]","[""Start of summer"",""Early autumn""]",30,35,20,48,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4-6,12-16,20,0.5,"chou chinois sativa (type astuko)
le sachet de +/- 130 graines"
Vegetable,Moutarde de Chine Rouge Red Giant,20,5,18,0.25,4,3000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""China"",""France"",""United States""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen-rich"",""Phosphorus-rich"",""Potassium-rich""]",4,24,12,0.5,"moutarde de chine rouge red giant
le sachet de +/- 530 graines"
Vegetable,Moutarde de Chine Metis Rouge,15-25,5-10,10-20,0.2-0.3,3-5,2400-2800,40-60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Fall""]",20,35,20,48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer"",""Potassium-rich fertilizer""]",2,16-24,12-18,0.25-0.5,"moutarde de chine metis rouge
le sachet de +/- 1400 graines"
Vegetable,Moutarde de Chine Green in Snow,15-25,2-5,10-20,0.3-0.6,2-4,18000-22000,50-70,"[""Loamy"",""Sandy"",""Clayey""]","[""Temperate regions"",""Mild climates""]","[""Start of spring"",""Autumn""]",30,35,10,24,"[""Organic Compost"",""Nitrogen-based fertilizers""]",4-6,12-18,12x12,0.5-1,"moutarde de chine green in snow
le sachet de +/- 1340 graines"
Vegetable,Moutarde de Chine Golden Frills,20,5,18,0.3,4,28800,70,"[""Loam"",""Clay"",""Silt""]","[""France"",""China"",""United States""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,"moutarde de chine golden frills
le sachet de +/- 1230 graines"
Annual,Claytone de Cuba ou Pourpier d'hiver,20,5,18,0.3,3,6000,70,"[""Loamy soil"",""Sandy soil"",""Well-draining soil""]","[""Mediterranean regions"",""Temperate regions""]","[""Start of spring"",""Summer"",""Autumn""]",30,35,20,24,"[""All-purpose fertilizer"",""Organic compost""]",2,12,6,0.2,"claytone de cuba ou pourpier d'hiver
le sachet de +/- 1000 graines"
Vegetable,Tomate Ananas Noire,20,5,18,0.25,3,3600,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Central Europe""]","[""Late spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",2,60,24,0.5,"tomate ananas noire
le sachet de 25 graines"
Tomato,Tomate Noire Russe Charboneuse,20,5,18,0.3,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Warm Temperate""]","[""Start Summer"",""Late Spring"",""Early Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,12,1,"tomate noire russe charboneuse
le sachet de 25 graines"
Tomato,Tomate coeur de boeuf rose,20,5,18,0.3,4,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean climate regions"",""Temperate regions""]","[""Start summer"",""Autumn""]",30,35,50,48,"[""NPK 10-10-10"",""Compost""]",2,96,12,0.5,"tomate coeur de boeuf rose
le sachet de 25 graines"
Tomato,Tomate German Gold,25,5,20,0.4,3,6000,60,"[""Loamy soil"",""Sandy soil"",""Clay soil""]","[""Sunny regions"",""Moderate climate regions""]","[""Start summer"",""Spring"",""Early fall""]",30,35,50,24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,60,36,2,"tomate german gold
le sachet de 25 graines"
Vegetable,Tomate Noire de Crimée,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK 10-10-10"",""Compost"",""Fish emulsion""]",4,60,24,0.5,"tomate noire de crimée
le sachet de 25 graines"
Vegetable,Tomate Yellow Belgian,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,60,18,0.5,"tomate yellow belgian
le sachet de 25 graines"
Tomato,Tomate Rose de Berne,20,5,15,0.3,3,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean climate regions"",""Warm temperate regions""]","[""Start summer"",""Spring"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,24,0.5,"tomate rose de berne
le sachet de 25 graines"
Tomato,Tomate Olirose de St Domingue,25,5,20,0.3,3,3600,60,"[""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Summer"",""Fall""]",40,35,30,24,"[""NPK 10-10-10"",""Organic compost""]",4,60,12,0.5,"tomate olirose de st domingue
le sachet de 25 graines"
Tomato,Black Prince,20,5,18,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Start of summer"",""Late Spring"",""Early Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",3,72,24,0.5,"tomate black prince
le sachet de 25 graines"
Tomato,Tomate Pamplemousse du Grand-père,22,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer"",""Autumn""]",40,35,25,24,"[""NPK 14-14-14"",""Organic compost""]",4,60,24,0.25,"tomate pamplemousse du grand-père
le sachet de 25 graines"
Vegetable,Tomate Green Zebra,20,5,18,0.5,4,3600,60,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Temperate""]","[""Late Spring"",""Summer""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,60,24,1,"tomate green zebra
le sachet de 25 graines"
Tomato,Tomate Ida Gold,20-30,5-10,18-24,0.2-0.3,4-6,6-8,50-70,"[""Loamy"",""Sandy""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer""]",40,35,40,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4-6,60,12,0.5,"tomate ida gold
le sachet de 25 graines"
Tomato,Evergreen,20,5,15,0.3,3,6000,60,"[""loam"",""sandy loam"",""clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Central and South America""]","[""Start summer"",""Late spring"",""Early autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost"",""Fish emulsion""]",2,60,24,0.5,"tomate evergreen
le sachet de 25 graines"
Tomato,Tomate Jaune Saint Vincent,20,5,18,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Spain"",""Italy""]","[""Summer"",""Spring""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,24,1,"tomate jaune saint vincent
le sachet de 25 graines"
Tomato Pepper,Tomate Poivron Jaune,25,5,20,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""Southwestern United States"",""Central America""]","[""Start Summer"",""Late Spring"",""Early Autumn""]",40,35,20,48,"[""Organic compost"",""Complete fertilizer""]",2,60,24,1,"tomate poivron jaune
le sachet de 25 graines"
Tomato,Purple Calabash,25,5,20,0.3,4,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean"",""Subtropical""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,24,1,"tomate purple calabash
le sachet de 25 graines"
Tomato,Coeur de Boeuf Orange,25,5,20,0.3,3,6000,60,"[""Sandy loam"",""Clay loam"",""Loamy soil""]","[""Mediterranean region"",""Southwestern United States"",""Central and South America""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,Every 2 days,"[""NPK 10-10-10"",""Organic compost""]",Every 2 weeks,60,24,1,"tomate coeur de boeuf orange
le sachet de 25 graines"
Vegetable,Tomate Grosse des Marais,20-30,2-4,15-25,0.3-0.5,4-6,6-8,60-80,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean climate regions"",""Temperate regions""]","[""Start summer"",""abc"",""xyz""]",20-30,35,50,48-72,"[""NPK 10-10-10"",""Compost"",""Organic fertilizer""]",4-6,60-80,24-36,0.5-1,"tomate grosse des marais
le sachet de 25 graines"
Tomato,Tomate Gregory Altaï,20,5,15,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,24,"[""NPK"",""Compost"",""Organic Fertilizer""]",2,60,24,1,"tomate gregory altaï
le sachet de 25 graines"
Tomato,Tomate Lime Green,25,5,20,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Start of summer"",""Late Spring"",""Early Autumn""]",30,35,20,48,"[""NPK"",""Compost"",""Organic Fertilizer""]",2,60,24,0.5,"tomate lime green
le sachet de 25 graines"
Vegetable,Tomate Tigerella,22,5,18,0.3,3,6000,60,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Start summer"",""Spring""]",30,35,15,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,60,24,0.5,"tomate tigerella
le sachet de 25 graines"
Vegetable,Tomate Ananas,20,5,15,0.3,3,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""France"",""Spain"",""Italy""]","[""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,72,24,0.5,"tomate ananas
le sachet de 25 graines"
Vegetable,Tomate Prune Noire,20,10,18,0.3,5,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Central Europe""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Compost""]",2,60,24,0.5,"tomate prune noire
le sachet de 25 graines"
Vegetable,Tomate Brandywine,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Late spring"",""Summer"",""Early fall""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",2,72,24,1,"tomate brandywine
le sachet de 25 graines"
Tomato,Tomate Valencia Orange,22,5,18,0.2,3,4000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Northern Africa""]","[""Start summer"",""Spring"",""Autumn""]",30,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,24,1,"tomate valencia orange
le sachet de 25 graines"
Tomato,Black Zebra,22,5,18,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Start summer"",""Spring"",""Autumn""]",30,35,50,48,"[""NPK 10-10-10"",""Compost"",""Fish Emulsion""]",4,60,24,0.5,"tomate black zebra
le sachet de 25 graines"
Tomato,Tomate Olivette Rose,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",2,60,12,0.5,"tomate olivette rose
le sachet de 25 graines"
Vegetable,Tomate Coeur de Boeuf Blanche,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Start of summer"",""Late spring"",""Early autumn""]",20,35,20,48,"[""NPK"",""Compost"",""Organic Fertilizer""]",4,60,24,0.5,"tomate coeur de boeuf blanche
le sachet de 25 graines"
Tomato,Tomate Coeur de Boeuf Russian 117,20-25,5-10,15-20,0.2-0.3,3-5,6-8,40-60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Start summer"",""Late spring"",""Early autumn""]",30,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4-6,60-80,24x24,0.5-1,"tomate coeur de boeuf russian 117
le sachet de 25 graines"
Tomato,Tomate Teton de Wépion,20 °C,5 mm,18 °C,0.3 m³/m³,4 mm/day,8 hours,60%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30 km/h,35 °C,30 mm,48 hours,"[""Organic compost"",""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",2 weeks,60 in,24 in,0.5 in,"tomate teton de wepion
le sachet de 25 graines"
Tomato,Tomate verte de Huy,20,5,18,0.3,4,3600,60,"[""Sandy loam"",""Silty loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climate""]","[""Late spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,60,24,0.5,"tomate verte de huy
le sachet de 25 graines"
Tomato,Tomate Etoile Blanche d'Anvers,22,5,18,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""France"",""Belgium"",""Netherlands""]","[""Start of summer"",""Mid-summer"",""Late summer""]",40,35,15,48,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4,60,24,1,"tomate etoile blanche d'anvers
le sachet de 25 graines"
Tomato,Tomate Canabec Rose,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",30,35,20,24,"[""NPK 10-10-10"",""Compost""]",4,60,24,0.5,"tomate canabec rose
le sachet de 25 graines"
Tomato,Cherokee Chocolate,20,5,18,0.3,4,600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Sunny areas with well-drained soil""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",2,72,24,1,"tomate cherokee chocolate
le sachet de 25 graines"
Vegetable,Tomate Blanche de Picardie,20,5,15,0.4,3,3600,55,"[""Loam"",""Sandy loam"",""Silt loam""]","[""France"",""Belgium"",""Netherlands""]","[""Start summer"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,36,0.5,"tomate blanche de picardie
le sachet de 25 graines"
Tomato,Tomate Big White Pink Stripes,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Warm Temperate""]","[""Start of summer"",""Spring"",""Autumn""]",40,35,20,48,"[""NPK fertilizers"",""Compost"",""Organic fertilizers""]",4,60,24,0.5,"tomate big white pink stripes
le sachet de 25 graines"
Vegetable,Concombre Grimpant Cyclanthère,25,5,22,0.3,4,3600,70,"[""Sandy loam"",""Loamy sand"",""Silt loam""]","[""France"",""Spain"",""Italy""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen-based"",""Potassium-based""]",2,120,24,2,"concombre grimpant cyclanthère
le sachet de 10 graines"
Vegetable,Concombre Lemon,22,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Spring"",""Summer""]",25,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,60,36,1,"concombre lemon
le sachet de 15 graines"
Vegetable,Concombre Rollison's Telegraph,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""United Kingdom"",""United States""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,72,36,2,"concombre rollison's telegraph
le sachet de 15 graines"
Fruit,Concombre du Kenya Kiwano,25,5,20,0.3,4,6000,70,"[""Sandy loam"",""Loam"",""Clay""]","[""Kenya"",""South Africa"",""Australia""]","[""Summer"",""Spring""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Manure""]",2,60,36,1,"concombre du kenya kiwano
le sachet de 15 graines"
Vegetable,Concombre le généreux,25,5,20,0.4,3,3600,60,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Subtropical""]","[""Start of summer"",""Spring"",""Autumn""]",30,40,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,60,24,2,"concombre le généreux
le sachet de 15 graines"
Vegetable,Concombre vert long maraîcher,20,5,18,0.3,4,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,60,24,2,"concombre vert long maraîcher
le sachet de 15 graines"
Vegetable,Concombre Tanja,22,5,18,0.25,4,6000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Mediterranean"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,20,24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,60,12,1,"concombre tanja
le sachet de 15 graines"
Vegetable,Concombre Marketmore,20,5,18,0.4,4,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,15,Every 2 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",2,12,24,2,"concombre marketmore
le sachet de 15 graines"
Vegetable,Concombre cocktail ou à confire mélothérie,20,3,18,0.25,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,24,"[""NPK fertilizers"",""Organic compost""]",4,24,24,1,"concombre cocktail ou à confire mélothérie
le sachet de 20 graines"
Vegetable,Concombre des Antilles,25,5,20,0.3,3,6000,70,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Caribbean"",""Tropical regions""]","[""Start of summer"",""Year-round""]",30,35,50,24,"[""NPK 10-10-10"",""Compost""]",4,36,24,2,"concombre des antilles
le sachet de 20 graines"
Vegetable,Concombre Gele Tros,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,35,20,12,"[""NPK 10-10-10"",""Compost"",""Fish emulsion""]",2,60,24,1,"concombre gele tros
le sachet de 15 graines"
