,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Sunshine Duration,Humidity(%),Rainfall Alert Maximum Rain (mm)
250,20,3,15,6000,60,10
251,25,5,18,3600,70,20
252,20,5,18,600,60,20
253,22,3,18,36000,50,20
254,25°C,5 mm,20°C,600 seconds,60%,20 mm
255,10,5,12,18000,60,20
256,18,5,15,6000,70,20
257,18 °C,5 mm,15 °C,3600 seconds,60%,20 mm
258,20,5,18,3600,60,20
259,25,5,20,3600,60,50
260,25°C,5 mm,22°C,2400 seconds,60%,50 mm
261,20,5,15,3600,60,20
262,15,5,12,18000,60,20
263,15,5,12,3000,60,20
264,20,3,18,6000,60,20
265,20,2,18,3600,60,20
266,20,5,18,600,60,20
267,20,5,15,300,60,50
268,18,5,15,6000,70,20
269,21,5,18,24000,60,50
270,20,5,18,24000,70,50
271,15,5,10,5000,70,20
272,20,5,18,6000,60,10
273,22,5,18,5000,70,25
274,22,5,18,3600,60,30
275,20,5,15,21600,60,50
276,20,5,15,3000,70,20
277,18,5,15,3600,60,20
278,20,5,18,3600,60,30
279,25,5,20,3600,60,20
280,20,5,18,18000,60,10
281,10-20,2-5,10-15,4-6,60-80,50
282,15,2,12,30000,70,10
283,20,5,15,3600,60,30
284,12,3,15,3600,70,50
285,20,5,18,12000,50,20
286,18,5,15,3000,60,20
287,20,5,18,3600,60,20
288,15,3,20,18000,60,10
289,24,5,22,18000,70,20
290,22,5,18,3600,60,20
291,20,2,18,3600,60,10
292,18,5,15,3600,50,30
293,21.5,4.3,18.2,23000,65,15
294,15,5,18,6000,60,50
295,20,5,18,3000,50,20
296,10-35,5-15,15-25,2000-2500,60-80,50
297,15-25,2-5,10-20,3000-3500,40-60,10
298,20,5,18,300,60,50
299,25,5,20,6000,50,10
300,15-25,2-4,15-20,18000-20000,70-80,100-150
301,20,5,18,20000,60,20
302,15,5,10,3600,60,20
303,20,5,18,6000,50,50
304,20,5,18,18000,50,20
305,15,5,10,3000,70,20
306,20,5,15,6000,50,30
307,18.5,3.2,15.7,86400,50,20
308,18,5,15,24000,60,30
309,20,5,15,60000,60,20
310,15,5,12,6000,60,20
311,20,10,15,3000,60,30
312,27,5,25,3600,60,50
313,20,5,18,18000,60,20
314,18,5,15,3600,60,10
315,22,5,18,3600,60,10
316,25,5,20,28800,60,20
317,25,5,20,600,60,20
318,25,5,20,18000,70,20
319,10,5,8,6000,70,20
320,15,5,18,24000,70,20
321,25,5,20,6000,60,50
322,18,3,15,6000,60,20
323,15,5,12,24000,60,30
324,20,5,18,300,60,20
325,20,5,18,18000,60,20
326,25,5,20,3600,60,20
327,17.5,5.2,15.8,24000,65,50
328,20,2,18,3600,60,20
329,18,3,15,12000,60,20
330,20,5,18,30000,70,20
331,20,5,18,3000,60,50
332,20,5,15,300,60,20
333,22,5,18,24000,60,20
334,20,5,15,3600,60,50
335,15,5,18,30000,60,30
336,20,5,15,3000,60,50
337,20,5,15,6000,60,20
338,20,5,15,600,70,20
339,20,5,18,6000,60,20
340,15-25,3-5,15-20,6-8,50-70,10
341,20-25,5-10,15-20,4000-5000,40-60,50-100
342,20,5,18,6000,60,20
343,20,5,15,600,60,20
344,10 - 25,5 - 10,10 - 20,24000 - 26000,40 - 60,20
345,18,5,15,18000,60,20
346,20,5,18,3600,60,20
347,18,2,20,30000,60,10
348,20,5,18,3600,70,20
349,15,3,12,18000,60,20
350,25,5,20,6000,70,30
351,15-25,5-10,10-20,3000-3500,50-70,20
352,8 - 24,1 - 5,10 - 20,24000 - 30000,40 - 70,10 - 20
353,20,5,18,18000,60,50
354,10,5,15,24000,50,50
355,25,5,20,6000,70,50
356,18.5,5.2,15.8,18000,60,50
357,15,5,12,18000,60,50
358,20,5,15,600,60,20
359,18,2,15,6000,50,10
360,20,5,15,3000,60,20
361,18,2,15,300,60,10
362,20,5,18,30000,50,20
363,15 - 27 °C,2 - 5 mm,18 - 25 °C,6 - 8 hours,40 - 60%,50 mm
364,20,3,15,6000,50,20
365,18,4,20,3000,60,20
366,18,5,15,6000,60,20
367,15,5,12,6000,60,20
368,22,5,20,12000,80,50
369,20,5,15,5000,70,50
370,20,5,18,6000,60,20
371,25,5,20,30000,60,50
372,10-25,2-5,10-20,3000-3500,40-70,10
373,25,5,20,3600,50,100
374,22,5,18,6000,60,20
375,20,5,15,6000,60,50
376,20,5,18,3600,60,20
377,15,5,10,18000,70,50
378,12.5,4.5,15.2,27000,70,20
379,15-25,5-10,10-20,18000-22000,40-70,20
380,18,5,20,30000,70,50
381,25,5,20,3600,60,50
382,10,5,12,18000,60,20
383,18,2,15,18000,60,10
384,20,5,18,24000,60,50
385,22,5,18,3600,50,50
386,18.5,3.5,15.2,28000,60,20
387,25,5,20,30000,70,50
388,25,5,20,6000,60,20
389,20,5,15,24000,60,50
390,22,5,18,3600,60,50
391,10,5,12,6000,70,20
392,20,5,18,3000,60,50
393,20,5,18,24000,60,20
394,15-25,2-4,10-20,18000-22000,50-70,20
395,15-25,5-10,10-20,2400-2800,50-70,50-100
396,20,5,15,18000,60,20
397,20,5,18,300,60,50
398,20,5,15,3600,70,20
399,20,5,15,3600,70,20
400,15,5,20,5000,60,20
401,25,10,20,6000,60,50
402,20,5,18,3600,60,50
403,22,5,18,24000,60,20
404,20,5,18,3600,60,50
405,25,10,20,30000,70,2000
406,18,4,20,43200,70,100
407,18,5,15,3600,60,20
408,20,5,18,3600,60,15
409,15,5,10,40000,70,50
410,25,5,20,6000,70,50
411,20,5,18,6000,60,20
412,15,5,12,18000,60,50
413,25,5,20,600,70,50
414,15,5,10,300,60,20
415,15.6,3.1,12.8,3600,60,20
416,15,5,18,6000,70,50
417,20,5,15,3000,60,20
418,20,5,18,3000,70,20
419,25,5,20,3600,60,20
420,15,5,12,18000,60,20
421,18,5,15,3600,60,20
422,22,5,18,6000,60,20
423,20,5,18,6000,70,30
424,20,5,18,3600,60,20
425,25,5,20,24000,70,50
426,25,5,20,6000,60,20
427,18,5,15,300,70,20
428,25 °C,5 mm,20 °C,600 seconds,60%,50 mm
429,10 - 20,2 - 5,10 - 15,4 - 6,50 - 70,30
430,20,5,18,3600,60,50
431,18,3,15,6000,70,20
432,15,5,12,6000,70,50
433,18,5,15,300,60,20
434,10-25,5-10,15-20,3000-4000,50-70,20
435,20,5,15,300,50,20
436,15 - 25,2 - 5,10 - 20,6 - 8,40 - 60,10
437,18.5,2.5,15.2,28000,55,50
438,20,5,18,6000,50,20
439,20,5,15,3600,50,20
440,20,3,18,6000,50,20
441,20,5,15,6000,50,20
442,20,5,18,6000,50,20
443,25,5,20,3600,60,50
444,18,5,15,3600,60,15
445,22,5,18,6000,70,20
446,20-25,5-10,15-20,2000-2500,50-70,50-100
447,20,5,18,6000,60,20
448,20,5,15,5000,60,50
449,20,5,18,18000,70,20
450,20,5,18,6000,70,20
451,25,3,20,6000,60,20
452,20,2,18,3600,50,10
453,20,5,18,3600,60,20
454,12-16,2-5,10-15,6-8,40-60,20
455,20,3,15,24000,70,10
456,20,5,18,6000,60,20
457,18,5,15,3000,50,20
458,20,5,18,6000,50,20
459,25,5,20,6000,60,20
460,20,5,18,6000,70,10
461,20,10,15,3600,60,50
462,20,5,15,3000,60,20
463,18,5,15,6000,60,20
464,15-25,2-5,10-20,24000-28000,40-60,10-20
465,18,5,15,18000,60,10
466,20,5,18,6000,60,20
467,15,5,12,3600,60,20
468,20,5,15,24000,50,20
469,20,2,18,6000,50,15
470,18.5,2.5,15.2,25000,50,20
471,20,5,18,30000,60,20
472,15,5,18,6000,60,20
473,23,5,18,7200,60,50
474,15-25,2-5,10-15,6-8,40-60,20
475,18,3.5,15,6000,60,20
476,20,5,15,30000,60,20
477,15,5,12,24000,60,10
478,18,5,15,6000,80,10
479,20,5,18,30000,60,20
480,20,5,15,18000,60,20
481,20,5,18,3600,70,20
482,18,10,15,4800,60,30
483,20,5,18,18000,60,50
484,20,5,15,6000,60,20
485,16 °C,5 mm,15 °C,8 hours,60%,20 mm
486,25,5,20,30000,60,50
487,24,5,20,6000,70,50
488,15,5,12,24000,70,50
489,25,5,22,18000,75,50
490,22,5,18,3600,70,20
491,20,10,15,6000,60,50
492,15-20,2-4,10-15,6-8,40-60,10
493,15-25,3-5,10-20,6-8,50-70,20
494,20,5,15,3600,50,20
495,18,5,15,24000,60,20
496,20,10,15,18000,50,50
497,20,5,15,600,60,15
498,18,5,15,3600,60,20
499,28,5,25,60000,75,50
500,15,5,12,300,50,20
501,25,10,20,6000,70,30
502,20,5,15,6000,60,20
503,20,5,15,300,70,20
504,18,2,15,24000,60,20
505,18,3,15,6000,60,20
506,10-20,5-10,10-15,18000-22000,40-70,50-100
507,20,5,15,300,60,50
508,20,5,18,6000,50,20
509,20,5,15,3600,50,20
510,20,5,18,6000,50,20
511,20,5,18,6000,60,20
512,18,5,20,36000,70,50
513,23,5,18,24000,60,100
514,20,5,15,3600,60,50
515,10,3,15,20000,70,50
516,20-25,5-10,18-22,6-8,40-60,20-30
517,10,3,12,30000,60,50
518,18,3,15,30000,60,50
519,20-30,5-10,15-25,24000-28000,50-70,20
520,25,5,20,600,60,50
521,15,5,12,6000,60,20
522,20,5,18,3600,50,10
523,20,4,15,30000,60,20
524,10 - 25,2 - 5,12 - 20,6 - 8,40 - 60,10
525,25,5,20,3600,70,10
526,20.5,5.8,18.2,24000,65,30
527,20,5,15,30000,60,10
528,20,5,18,18000,60,20
529,25,5,20,3000,60,20
530,20,5,18,300,60,50
531,20,5,18,7200,60,100
532,25,5,20,20000,70,20
533,20,5,18,3600,60,30
534,25,5,20,600,60,10
535,20,5,18,18000,60,20
536,22,5,18,3000,70,20
537,25,5,22,6000,60,50
538,12,5,15,18000,70,50
539,18,5,15,18000,70,20
540,15 - 25,2 - 5,10 - 20,6 - 8,60 - 80,50 - 100
541,15,5,20,3600,70,50
542,25,5,20,18000,60,20
543,25,5,20,3600,70,50
544,25,5,28,600,70,20
545,25,5,20,60000,60,20
546,20,5,18,18000,60,50
547,10.5,4.2,8.7,24000,75,20
548,25,10,20,3600,60,50
549,18,5,20,18000,60,20
550,20,5,15,3600,60,20
551,20,5,18,6000,60,20
552,20,5,18,3600,70,20
553,25,5,20,6000,70,50
554,20,5,22,3600,65,50
555,20,3,18,5000,60,20
556,15,5,12,18000,80,20
557,7.5 °C,2.5 mm,10.5 °C,2400 seconds,60%,20 mm
558,12,3,10,24000,60,20
559,20,5,18,3600,60,50
560,15,5,12,6000,60,15
561,20,5,18,6000,60,20
562,15-25,2-4,15-20,6-8,50-70,10
563,20,5,15,3000,60,20
564,18,5,15,3000,60,20
565,25-35,5-30,25-30,6-8,50-70,100-150
566,25,5,20,30000,60,100
567,18,5,15,3600,70,20
568,20,5,15,30000,70,50
569,25,5,20,30000,60,50
570,20,5,18,3600,50,10
571,20,5,18,3600,60,20
572,20,5,18,300,60,20
573,18,5,15,6000,60,20
574,20,5,18,3000,60,20
575,20,5,15,6000,50,50
576,25,5,22,3600,60,50
577,18.5,4.2,15.8,24000,65,40
578,25,5,18,30000,60,50
579,25,2,22,3600,50,50
580,25,5,20,3000,60,20
581,25-30,5-10,20-25,24000-28000,50-70,50
582,25,5,20,6000,60,50
583,20,5,18,3600,50,20
584,25,5,20,8000,60,20
585,25,5,20,3600,70,10
586,15-25,2-4,12-18,2400-2800,40-60,10
587,20,5,18,18000,60,20
588,15,3,12,3000,70,20
589,20,5,15,3000,60,20
590,20,5,15,300,50,50
591,20,5,15,6000,60,50
592,25,5,20,24000,60,20
593,10-25,2-5,10-20,24000-30000,40-70,15
594,15,5,12,18000,60,100
595,25,5,28,3600,60,50
596,20,5,15,24000,60,30
597,20,5,15,3600,50,20
598,20,5,15,3600,50,10
599,20,5,15,30000,50,20
600,25,5,18,3000,60,30
601,25.6,8.9,23.4,23400,78,40
602,20,5,18,300,60,20
603,25,10,20,18000,60,50
604,25,5,20,3600,60,10
605,15,5,12,30000,60,20
606,25,10,20,6000,60,50
607,20,5,18,24000,60,10
608,10,5,8,600,60,20
609,10-21°C,2-5 mm,8-15°C,4-6 hours,40-60%,10 mm
610,25,5,20,30000,70,50
611,25,5,20,3000,50,20
612,20,5,18,300,60,20
613,15,5,10,6000,60,50
614,18,5,15,18000,60,30
615,15,5,18,3600,70,20
616,25,5,22,6000,60,30
617,10-25,2-5,8-20,18000-22000,40-70,50-100
618,15-20,5-10,10-15,24000-26000,40-60,30
619,25.6,2.5,22.3,32000,65,50
620,25,10,28,3600,70,50
621,25,5,20,6000,60,50
622,22 °C,5 mm,25 °C,600 seconds,70%,50 mm
623,18,5,15,30000,70,50
624,18,5,15,6000,70,20
625,20,5,15,3600,60,30
626,20,5,15,6000,50,20
627,15,5,18,6000,60,20
628,20,5,15,3600,60,20
629,20,5,18,3600,70,50
630,22,5,18,24000,70,20
631,15,5,18,30000,60,50
632,20,5,15,18000,60,30
633,15,2,20,18000,60,20
634,20,5,15,300,60,20
635,20°C,5 mm,18°C,180 seconds,60%,30 mm
636,20,5,18,3600,70,20
637,20,5,18,5000,60,50
638,20,5,18,6000,60,20
639,10,5,15,3000,60,50
640,20,5,18,3600,60,20
641,22,5,18,3600,60,20
642,20,5,18,6000,60,20
643,20,5,18,7200,60,20
644,18,5,15,24000,60,50
645,20,5,15,5000,60,50
646,10-25,5-20,15-20,2400-2800,40-60,30
647,15-25,5-10,15-20,18000-20000,40-70,50-100
648,25,10,20,3000,70,50
649,10,5,15,6000,60,20
650,20,5,15,300,60,20
651,15,5,18,600,60,30
652,15-25,5-10,10-20,2400-2800,40-60,50
653,10,5,15,18000,60,50
654,18,5,15,3600,65,10
655,20,5,15,600,60,20
656,22,5,18,24000,60,20
657,15,2,10,18000,60,20
658,20,5,15,18000,60,20
659,25,5,20,24000,60,50
660,20,2,18,28800,60,15
661,20,5,18,6000,60,50
662,22,5,20,18000,60,20
663,20,5,18,6000,50,20
664,18,5,20,24000,60,30
665,18,5,15,6000,70,20
666,20,5,18,600,60,20
667,20,5,18,24000,60,20
668,20,5,18,3000,60,20
669,20,5,18,3600,70,20
670,20,5,15,6000,60,20
671,20,5,18,3600,60,20
672,20,5,18,6000,50,20
673,25,5,20,6000,70,15
674,15,5,12,6000,60,30
675,14,3,12,18000,70,10
676,-10,5,15,3600,60,20
677,14,2,12,6000,60,20
678,24,8,22,36000,75,50
679,25.3,4.7,22.1,3600,65,50
680,20,5,18,24000,60,50
681,18,5,15,600,60,20
682,20,5,18,6000,60,20
683,25,5,28,6000,60,50
684,20,5,15,300,50,20
685,12.5,3,10,3600,50,10
686,20,5,18,6000,60,20
687,25,10,20,300,70,50
688,20,5,15,6000,60,50
689,20-25,5-10,15-20,6000-7000,40-60,20
690,15,2,18,3600,50,20
691,10,5,12,18000,60,20
692,10-20,2-5,8-15,18000-22000,40-70,10
693,20,5,15,30000,60,20
694,10,5,15,30000,60,30
695,5 - 15,2 - 5,4 - 10,4 - 6,40 - 60,10
696,15,5,10,3600,60,20
697,18,5,15,3600,60,20
698,20,5,18,3600,60,10
699,15,5,10,3000,60,20
700,10-20,2-5,10-15,5000-6000,40-60,10
701,25,5,22,3600,70,20
702,25,10,20,6000,70,50
703,20,5,15,300,60,30
704,20,5,15,3600,60,100
705,20,5,15,6000,60,20
706,20,5,15,3000,50,20
707,20,5,18,600,60,20
708,19,3,17,3000,60,20
709,18,5,15,600,50,50
710,17,5,14,3000,70,50
711,25,5,22,300,70,50
712,25,2,20,30000,60,20
713,25,5,20,6000,60,20
714,21,3.5,18,18000,60,50
715,20,5,18,24000,60,50
716,25,2,28,6000,60,50
717,12,4,10,6000,80,20
718,20,5,18,3600,60,50
719,15,5,12,30000,60,20
720,15°C,2 mm,12°C,3600 seconds,70%,20 mm
721,20,5,18,3600,60,20
722,18.5,3.2,15.2,25000,65,20
723,20,2,18,3600,60,10
724,20,5,18,6000,50,20
725,20,5,15,18000,70,20
726,20,5,15,6000,50,20
727,20,5,15,3600,70,20
728,20,5,15,6000,70,50
729,25,5,20,3600,50,20
730,20-25,5-10,15-20,8-10,40-60,30
731,20,5,15,300,60,20
732,15,5,10,3600,70,20
733,15,2,18,6000,60,30
734,25.6,4.3,22.1,28800,70,50
735,25,10,28,3600,70,100
736,20-30,5-10,15-25,24000-28000,40-60,50-100
737,25,5,20,3600,60,50
738,20-30,1-5,15-25,18000-22000,40-70,50-100
739,20,5,25,30000,60,20
740,20,5,15,3600,60,20
741,15,5,18,24000,60,20
742,15,5,10,6000,50,20
743,25,5,20,6000,60,20
744,22.5,5,18,3600,60,10
745,25,5,20,6000,60,20
746,22,5,20,3600,60,20
747,18,5,15,24000,60,10
748,20,5,18,6000,60,50
749,18,5,15,18000,70,20
750,18,3,15,6000,60,20
751,15,5,18,18000,60,20
752,20,5,18,6000,60,20
753,15,5,12,3000,60,20
754,25,5,20,3600,50,20
755,20,5,18,60000,70,20
756,20,5,18,6000,60,20
757,20,5,15,300,70,20
758,20,5,15,24000,60,20
759,20,5,15,18000,60,20
760,20,5,18,3600,60,50
761,15,3,20,18000,60,50
762,25,10,20,6000,70,50
763,27,5,25,6000,70,20
764,25,5,20,3600,70,30
765,25,5,20,3000,60,20
766,20,5,18,3600,60,20
767,20,5,18,6000,70,20
768,22,5,18,6000,60,20
769,30.5,10,28,8,70,100
770,10.6,3.2,12.8,18000,70,50
771,18,5,15,3000,60,20
772,25,5,22,3600,70,20
773,20,5,18,18000,70,50
774,20,3,18,6000,60,10
775,20,5,18,3600,60,50
776,25,5,20,6000,60,20
777,20,5,18,3600,60,20
778,20,5,18,3600,70,20
779,20,5,18,300,60,15
780,15,5,12,600,60,20
781,18,5,15,3600,50,20
782,25-35,5-10,25-30,6-8,50-70,50
783,18,2.5,15,25000,60,10
784,20,5,18,18000,60,20
785,22,3,18,24000,60,20
786,20,5,18,2400,65,20
787,20 °C,5 mm,22 °C,600 seconds,60%,50 mm
788,26,5,21,3600,60,20
789,15,5,18,6000,60,20
790,25,5,20,6000,60,50
791,24.5,5.3,18.2,27000,65,50
792,20,5,18,6000,70,50
793,20,5,15,6000,60,50
794,20,5,18,30000,50,50
795,25,5,20,600,50,20
796,18,5,15,28800,70,30
797,20,10,15,6000,60,50
798,15-25,2-5,10-20,3000-3500,60-80,50-100
799,25,5,22,3600,60,20
800,25,5,20,18000,70,50
801,20,5,15,6000,70,50
802,20,5,18,3600,60,20
803,20,10,18,3600,70,50
804,5 - 20,2 - 5,10 - 15,18000 - 22000,40 - 70,50
805,10 to 25,2 to 5,15 to 20,6 to 8,40 to 60,20
806,19.5,5,16.8,25000,75,20
807,20,5,18,6000,70,20
808,15,5,18,24000,50,20
809,18,3,15,300,60,20
810,20,5,15,6000,60,50
811,22,5,18,24000,60,20
812,18,5,15,6000,60,20
813,-10,5,10,30000,50,20
814,25,5,20,3600,60,20
815,10-20,2-4,10-15,18000-20000,40-60,10
816,18,5,15,6000,60,40
817,15,5,18,6000,50,20
818,20,5,18,18000,60,20
819,18,5,15,3600,70,50
820,20,5,18,3600,70,50
821,10-25,1-3,15-20,3000-4000,40-60,10
822,20,5,18,3600,60,20
823,15,5,18,8000,60,20
824,15.6,2.5,12.8,24000,65,50
825,20,5,18,24000,60,20
826,24,5,18,3000,75,50
827,20,5,15,3600,60,50
828,20,5,18,6000,60,40
829,15-30,2-5,15-25,3000-4000,60-80,10
830,18,4,16,3600,70,50
831,20,5,15,6000,60,50
832,20,5,18,18000,60,50
833,18,5,15,18000,60,15
834,20.5,3.2,18.2,3600,65,50
835,20,5,15,600,70,20
836,18,5,15,600,60,20
837,18,5,15,18000,70,20
838,20,5,18,6000,60,20
839,20.5,5.2,18.7,24000,70,50
840,20,5,18,6000,60,50
841,20,5,18,6000,60,20
842,20,5,15,30000,50,50
843,20,5,15,3600,60,20
844,15,3,20,3600,60,20
845,25,5,20,6000,60,20
846,20,5,18,600,60,20
847,15,5,12,3600,60,20
848,20 °C,5 mm,15 °C,600 seconds,60%,20 mm
849,25,5,20,3000,70,50
850,20,5,15,3600,60,50
851,25,5,20,18000,70,50
852,20 °C,5 mm,15 °C,180 seconds,50%,30 mm
853,15,5,10,10000,50,20
854,10 - 25,1 - 5,10 - 20,24000 - 28000,40 - 70,20
855,20,5,18,6000,60,20
856,25,5,20,5000,60,50
857,20,5,18,6000,50,30
858,20,5,15,6000,70,20
859,15,5,18,240,70,50
860,20,5,18,3600,60,20
861,25,5,20,30000,70,50
862,18,5,15,20000,70,20
863,25,5,20,30000,60,50
864,20,5,18,3600,60,100
865,22,3,18,300,60,50
866,20,5,15,18000,50,50
867,18,5,15,30000,70,50
868,20,5,18,6000,60,20
869,20,5,15,6000,60,30
870,15,5,12,18000,70,20
871,15,3,12,18000,60,20
872,15.5,5.2,18.3,28800,65,30
873,25,5,20,6000,60,50
874,25,5,28,600,60,50
875,20,5,15,30000,60,10
876,18.5,4.2,15.8,25800,65,20
877,25,5,28,3600,70,100
878,25,5,20,3600,60,20
879,20,5,16,6000,70,20
880,18,5,20,3600,50,30
881,20,5,18,6000,60,15
882,20,5,18,6000,60,50
883,25,5,28,600,60,20
884,25,5,20,6000,70,20
885,15,5,10,20000,60,20
886,15,5,18,6000,70,20
887,20,2,18,3600,50,10
888,22,5,18,6000,60,15
889,18,5,15,24000,60,20
890,20,5,15,6000,60,20
891,12,5,10,30000,60,20
892,25,5,20,6000,60,50
893,20,5,18,18000,70,50
894,20,5,18,3600,60,20
895,25,5,20,24000,70,50
896,18,5,15,18000,60,50
897,20,2,18,24000,60,20
898,25,5,22,6000,70,20
899,15,5,12,24000,60,20
900,25,5,20,18000,70,20
901,18-26,0-5,15-25,6-8,40-60,50
902,20,5,15,3600,60,10
903,18,5,15,24000,70,20
904,25,5,20,3600,60,20
905,25 °C,5 mm,20 °C,10 seconds,60%,50 mm
906,20,5,18,12000,60,50
907,20-30,5-10,15-25,6000-7000,50-70,50
908,25,5,20,3600,60,20
909,20,5,18,3600,60,20
910,18,5,15,3600,70,50
911,20,5,15,18000,60,50
912,20,5,18,18000,60,20
913,20,5,15,3600,60,20
914,25,5,22,30000,60,100
915,-5,3,5,3000,60,20
916,25,5,20,12000,60,30
917,15,5,12,6000,70,20
918,15,5,12,24000,60,30
919,14.5,5.2,12.7,24000,60,100
920,20,5,18,3600,50,20
921,20,5,18,5000,60,30
922,20,5,18,18000,60,50
923,20,5,18,6000,50,20
924,18,5,15,3600,70,20
925,20,5,18,6000,70,20
926,20,5,18,6000,50,20
927,12.5 °C,5 mm,15 °C,8 hours,60%,20 mm
928,10,5,8,3600,70,20
929,23,3,18,6000,60,10
930,25-30,5-10,25-30,6-8,60-70,20
931,20,5,18,6000,60,20
932,20,5,18,3600,70,20
933,15-25,5-10,10-20,2400-2800,40-60,20-30
934,20,3,18,24000,50,10
935,16.5,2.5,15.2,24000,50,50
936,22,5,18,3600,60,20
937,20,5,15,300,60,20
938,18.5,2.5,15.2,45000,60,20
939,10-25,2-5,15-20,18000-24000,40-70,20
940,15-25,5-10,10-20,18000-22000,40-60,20-40
941,25,5,20,6000,50,20
942,25,2,20,6000,50,10
943,25,5,20,6000,50,50
944,18,3,15,6000,60,20
945,20,5,15,600,60,20
946,10-25,2-5,15-20,6-8,40-60,20
947,18,5,15,6000,50,20
948,20,5,18,3600,50,20
949,20,5,18,3600,60,20
950,21,5,18,6000,70,20
951,20,5,15,3000,50,20
952,20,5,18,6000,50,20
953,15-25,2-4,10-15,6-8,50-70,20
954,20,5,18,3600,60,50
955,18,5,15,3000,70,20
956,15-25,5-10,10-15,2000-2500,60-80,20
957,22,5,20,6000,70,10
958,25,5,20,6000,70,10
959,24,5,18,600,60,10
960,20,5,18,3600,60,20
961,20,3,18,30000,60,10
962,20,5,15,600,50,20
963,10 - 20,5 - 20,8 - 15,6 - 8,40 - 60,40
964,10,2,12,24000,70,50
965,20,5,15,300,60,20
966,20-25,3-5,15-20,6-8,40-60,20
967,-5,5,8,18000,60,15
968,18,3.5,15,6000,50,20
969,20,5,15,6000,70,20
970,25,5,22,6000,70,50
971,20,5,18,18000,60,50
972,22,3,20,6000,60,20
973,20,2,18,24000,50,10
974,20,5,15,6000,60,50
975,-10,5,5,30000,60,15
976,7.5,2.5,10,18000,60,50
977,18,5,15,3600,50,20
978,25,5,22,18000,60,30
979,15,5,10,30000,60,20
980,15,2,12,6000,50,20
981,20,5,15,3000,60,20
982,10-25,2-5,10-20,18000-22000,40-60,10
983,15,10,10,3600,60,20
984,22,5,18,24000,60,20
985,18,5,15,3600,60,20
986,15,5,12,18000,70,20
987,20,5,18,600,70,20
988,20,5,15,3600,70,20
989,10,3,15,18000,70,50
990,20,5,18,3600,70,20
991,20,5,15,6000,60,50
992,20,5,18,3600,50,50
993,25,5,20,6000,60,20
994,20,5,15,600,60,20
995,20,5,18,6000,60,20
996,25,5,20,3600,50,20
997,25,5,20,3600,60,20
998,25,5,20,6000,60,20
999,20,5,18,6000,60,20
1000,20,5,15,30000,60,20
1001,20,5,18,6000,50,20
1002,20,5,18,3600,60,20
1003,24.5,3.2,22.8,27000,65,50
1004,25,5,20,3600,70,50
1005,22,5,20,3600,60,50
1006,25,5,20,3000,60,30
1007,20,5,18,30000,50,20
1008,18,5,15,24000,60,20
1009,20,5,15,6000,60,20
1010,18,5,15,18000,60,20
1011,18.5,2.3,15.8,30000,60,50
1012,20,5,15,18000,70,50
1013,20,3,15,3600,60,10
1014,15,5,10,300,60,20
1015,25,5,20,18000,70,20
1016,20,5,15,3600,60,50
1017,15-25,2-5,10-20,18000-22000,40-60,50
1018,15.6,4.8,12.3,25200,65,50
1019,20,5,15,3600,60,20
1020,20,5,15,18000,60,50
1021,10-25,5-15,10-20,18000-22000,40-70,30-50
1022,12.5,4,10,18000,70,50
1023,18,5,15,6000,60,20
1024,15,3,10,3000,60,20
1025,20-25,5-10,15-20,6-8,40-60,20-30
1026,16,5,18,6000,60,40
1027,18,5,15,300,60,10
1028,18,5,15,24000,60,50
1029,25,5,20,6000,50,20
