,Average Temperature (2 m)_1,Average Temperature (2 m)_2,Average Precipitation per day_1,Average Precipitation per day_2,Average Soil Temperature (0 to 6 cm)_1,Average Soil Temperature (0 to 6 cm)_2,Average Sunshine Duration_1,Average Sunshine Duration_2,Humidity(%)_1,Humidity(%)_2,Rainfall Alert Maximum Rain (mm)_1,Rainfall Alert Maximum Rain (mm)_2
2470,18,,2,,15,,3600,,60,,20,
2471,20,,5,,18,,3600,,60,,20,
2472,22,,5,,18,,6000,,60,,50,
2473,25,,5,,20,,3600,,60,,20,
2474,15,30,2,4,15,25,24000,28000,50,70,20,
2475,22,,5,,18,,6000,,60,,20,
2476,20,,5,,18,,3000,,60,,20,
2477,20,,5,,18,,6000,,60,,20,
2478,20,,5,,18,,3600,,65,,20,
2479,25,,5,,20,,6000,,60,,20,
2480,22,,3,,18,,3000,,60,,20,
2481,20,,5,,15,,3600,,60,,20,
2482,20,,5,,18,,3600,,60,,20,
2483,15,25,5,10,15,20,6,8,60,80,30,
2484,25,,5,,20,,6000,,70,,30,
2485,15,25,5,10,15,20,6,8,50,70,50,100
2486,25,,5,,20,,6000,,60,,20,
2487,20,,5,,18,,6000,,60,,20,
2488,20,,5,,15,,300,,70,,50,
2489,25,,10,,20,,3600,,60,,50,
2490,20,,5,,18,,6000,,60,,30,
2491,20,,5,,15,,3600,,60,,20,
2492,20,,2,,18,,6000,,70,,10,
2493,18,,5,,15,,18000,,70,,30,
2494,20,,5,,15,,8h,,60,,50,
2495,15,25,5,10,15,20,18000,22000,50,70,20,
2496,20,,5,,18,,3600,,60,,15,
2497,20,,5,,15,,600,,70,,20,
2498,15,30,5,10,15,25,18000,22000,40,70,20,
2499,22,,3,,18,,600,,70,,20,
2500,25,,5,,18,,6000,,60,,30,
2501,25,,5,,20,,3600,,60,,20,
2502,20,,5,,18,,18000,,60,,50,
2503,18,,5,,12,,28800,,60,,20,
2504,10,20,2,4,10,20,6,8,50,70,20,
2505,15,20,2,5,12,18,4000,5000,50,70,10,
2506,20,,5,,15,,3600,,60,,20,
2507,20,,5,,18,,24000,,60,,20,
2508,20,,5,,15,,6000,,60,,20,
2509,15,,5,,10,,18000,,60,,20,
2510,10,,5,,12,,24000,,60,,20,
2511,18,,2,,15,,3600,,60,,10,
2512,10,20,5,10,10,15,4,6,60,80,20,30
2513,18,,5,,15,,28800,,60,,20,
2514,15,,3,,10,,3600,,60,,20,
2515,15,,5,,18,,3600,,60,,20,
2516,15,,5,,18,,6000,,70,,20,
2517,20,,5,,18,,6000,,65,,15,
2518,18.5,,5.2,,15.4,,25000,,60,,20,
2519,20,,5,,18,,3600,,60,,20,
2520,15,25,10,20,15,20,3000,3500,40,70,50,100
2521,15,,5,,18,,3600,,60,,20,
2522,15,25,2,5,15,20,6,8,60,80,20,
2523,20,,5,,18,,6000,,60,,20,
2524,15,25,2,5,10,20,6,8,40,60,20,
2525,20,,5,,18,,3600,,60,,20,
2526,20,,5,,18,,600,,60,,20,
2527,20,,2,,18,,600s,,60,,50,
2528,10,25,2,5,10,20,3000,4000,50,70,10,
2529,20,,5,,18,,3600,,60,,20,
2530,20,,5,,18,,18000,,60,,50,
2531,20,,5,,15,,3600,,70,,15,
2532,10,18,2,5,8,15,24000,28000,40,70,10,
2533,20,,5,,18,,3600,,60,,20,
2534,15,,3,,10,,18000,,70,,20,
2535,18,,5,,15,,28800,,60,,20,
2536,10,25,2,5,10,20,6000,8000,60,80,20,
2537,25,,5,,20,,3600,,60,,20,
2538,18,,5,,15,,18000,,60,,20,
2539,20,,5,,18,,3600,,60,,20,
2540,15,25,5,10,15,20,2400,2800,40,60,20,
2541,20,,5,,15,,3000,,60,,20,
2542,10,25,2,5,10,20,6,8,50,70,10,
2543,15,,5,,18,,24000,,70,,20,
2544,20,,5,,15,,18000,,70,,10,
2545,15,,5,,12,,3600,,60,,20,
2546,15,,5,,20,,18000,,70,,25,
2547,15,,2,,12,,3600,,70,,20,
2548,18,,5,,15,,3600,,60,,20,
2549,18,,5,,15,,12000,,60,,20,
2550,15,,5,,10,,3000,,70,,20,
2551,15,,5,,18,,6000,,60,,20,
2552,15,,5,,12,,3600,,70,,20,
2553,15,,5,,18,,12000,,70,,20,
2554,15,,5,,12,,6000,,60,,50,
2555,15,25,5,10,10,15,6,8,60,70,15,
2556,10,25,2,5,10,20,6,8,40,70,20,
2557,15,,5,,10,,3600,,70,,20,
2558,22,,5,,18,,20000,,70,,50,
2559,20,,5,,18,,600s,,60,,10,
2560,25,,10,,20,,3000,,60,,50,
2561,20,30,5,10,15,20,6,8,50,70,20,30
2562,20,,5,,18,,300,,70,,20,
2563,15,,5,,18,,18000,,60,,50,
2564,18,,2,,15,,6000,,60,,10,
2565,20,,5,,15,,3600,,70,,30,
2566,20,,5,,18,,30000,,60,,20,
2567,20,,5,,15,,12000,,60,,20,
2568,20,,5,,18,,3600,,70,,20,
2569,15,25,5,10,10,15,240,300,60,70,30,
2570,20,,5,,15,,300,,60,,20,
2571,20,,5,,15,,18000,,60,,20,
2572,20,,5,,18,,3000,,60,,20,
2573,20,,5,,18,,24000,,70,,20,
2574,18,,5,,15,,18000,,60,,20,
2575,18,,5,,15,,24000,,50,,20,
2576,15,,5,,12,,2400,,70,,20,
2577,15,,5,,12,,3600,,70,,20,
2578,18,,5,,15,,3600,,60,,30,
2579,18.5,,3.2,,15.8,,26400,,65,,10,
2580,10,20,2,5,10,15,3000,3500,40,70,20,
2581,,5,2.5,,8,,18000,,60,,20,
2582,20,,5,,18,,6000,,70,,30,
2583,15,,3,,12,,3600,,70,,20,
2584,18,,5,,15,,18000,,60,,10,
2585,18.5,,2.5,,15.2,,25000,,65,,20,
2586,8,20,2 , 5,10 , 15,18000 , 22000,50 , 70,20,
2587,18.5,,5.2,,15.7,,28800,,65,,20,
2588,18,,5,,15,,18000,,60,,20,
2589,18,,5,,15,,3600,,70,,20,
2590,25,,5,,20,,3600,,60,,20,
2591,25,,5,,20,,6000,,70,,20,
2592,15,,5,,12,,18000,,70,,20,
2593,10,25,2,5,10,20,5,8,50,70,10,20
2594,10,20,2,5,10,15,6,8,40,70,10,
2595,15,,5,,12,,3600,,70,,15,
2596,15,,5,,12,,6000,,70,,30,
2597,15,,5,,18,,3600,,70,,20,
2598,15,,5,,10,,3000,,60,,20,
2599,15.5,,2.5,,12.8,,24000,,65,,50,
2600,18,,5,,15,,24000,,70,,50,
2601,18,,5,,15,,6000,,60,,20,
2602,15,,3,,12,,300,,70,,15,
2603,18,,5,,15,,3600,,60,,20,
2604,15,,5,,12,,18000,,60,,20,
2605,18,,4,,15,,3000,,60,,20,
2606,18,,5,,15,,3600,,70,,20,
2607,15,20,2,5,10,15,6,8,60,70,20,
2608,20,,5,,15,,3600,,60,,20,
2609,15.5,,5.2,,14.8,,21600,,70,,20,
2610,18,,5,,15,,3600,,60,,20,
2611,15,,5,,18,,24000,,60,,20,
2612,15,,5,,12,,6000,,70,,20,
2613,10,25,2,4,8,18,18000,22000,40,70,10,20
2614,10,25,2,5,10,20,24000,28000,40,70,10,
2615,12,,5,,10,,3600,,70,,20,
2616,15,,2,,12,,3600,,70,,20,
2617,15,,5,,10,,24000,,60,,30,
2618,22,,5,,15,,18000,,70,,20,
2619,18,,5,,15,,3600,,60,,10,
2620,15,,5,,12,,3600,,70,,20,
2621,10,20,5,15,5,15,24000,28000,60,80,20,30
2622,15.5,,3.2,,16.8,,21600,,65,,20,
2623,18,,5,,15,,3600,,70,,15,
2624,15,20,1,3,10,15,24000,28000,50,70,15,20
2625,15,25,2,5,10,20,18000,22000,50,70,20,
2626,10,25,1,5,8,20,18000,22000,40,70,10,
2627,20,,5,,18,,3600,,70,,20,
2628,18,,5,,15,,2400,,70,,20,
2629,20,,5,,18,,3600,,60,,20,
2630,10,25,5,15,10,20,24000,28000,50,70,10,20
2631,22,,5,,18,,18000,,60,,30,
2632,10,25,5,15,10,20,3000,4000,60,80,20,
2633,20,,5,,18,,3600,,60,,20,
2634,20.5,,5.2,,18.3,,2400,,65,,50,
2635,20,,5,,18,,3600,,60,,20,
2636,24,,3,,18,,3600,,60,,20,
2637,20,,5,,15,,3600,,70,,20,
2638,18,,3,,15,,3600,,65,,30,
2639,20,,5,,18,,3600,,70,,20,
2640,20,,5,,15,,600,,60,,20,
2641,18,25,2,5,15,20,6,8,50,70,25,
2642,22,,5,,18,,3600,,60,,20,
2643,20,,5,,18,,24000,,60,,50,
2644,20,,3,,18,,6000,,60,,20,
2645,25,,5,,20,,3000,,60,,20,
2646,22,,5,,18,,3600,,60,,15,
2647,25,,5,,20,,6000,,60,,20,
2648,25,,5,,20,,3600,,70,,50,
2649,25,,5,,20,,6000,,60,,50,
2650,25,,5,,20,,6000,,60,,50,
2651,25,,5,,20,,3600,,60,,50,
2652,15,30,5,10,15,25,2400,2800,40,70,30,
2653,20,,5,,15,,600,,60,,20,
2654,18,,5,,15,,3600,,70,,50,
2655,18,,5,,15,,12000,,60,,20,
2656,15,,5,,18,,4000,,60,,20,
2657,18,,5,,15,,12000,,70,,20,
2658,15,,5,,18,,30000,,60,,20,
2659,15,,5,,18,,3600,,60,,50,
2660,10,20,2,4,10,15,6,8h,40,60,30,
2661,18,,5,,15,,18000,,70,,20,
2662,15,,5,,12,,3000,,60,,10,
2663,20,,5,,15,,18000,,60,,20,
2664,18,,10,,15,,3600,,60,,20,
2665,18,,5,,15,,3600,,60,,20,
2666,18,,5,,15,,600,,60,,50,
2667,20,,5,,15,,6000,,70,,20,
2668,20,,3,,15,,3600,,70,,20,
2669,15,,5,,10,,6000,,70,,30,
2670,20,,5,,18,,18000,,60,,50,
2671,15,,5,,12,,600,,60,,20,
2672,20,,5,,18,,6000,,70,,50,
2673,20,,5,,18,,3600,,60,,50,
2674,20,,5,,18,,18000,,60,,50,
2675,22,,5,,18,,25000,,60,,20,
2676,20,,5,,18,,6000,,60,,20,
2677,20,,5,,18,,3000,,60,,50,
2678,20,,5,,18,,6000,,70,,50,
2679,20,,5,,18,,6000,,65,,30,
2680,18,,5,,15,,18000,,70,,20,
2681,20,,5,,15,,3600,,50,,20,
2682,20,,5,,18,,3600,,60,,20,
2683,20,,5,,18,,3600,,60,,20,
2684,25,,5,,20,,3600,,60,,20,
2685,25,,10,,20,,3000,,70,,50,
2686,22.5,,5.4,,18.3,,25000,,75,,30,
2687,15,25,5,10,15,20,6,8,40,60,20,
2688,22,,5,,18,,3600,,50,,15,
2689,25,,5,,20,,3600,,70,,20,
2690,25,,5,,20,,3600,,70,,50,
2691,20,,5,,18,,6000,,60,,20,
2692,25,,5,,20,,3600,,60,,20,
2693,20,,5,,18,,3600,,60,,30,
2694,25,,5,,20,,6000,,60,,20,
2695,25,,5,,20,,6000,,60,,20,
2696,22,,5,,18,,24000,,60,,15,
2697,22,,5,,18,,6000,,70,,20,
2698,20,,5,,15,,3600,,50,,30,
2699,20,25,5,10,20,25,3000,3500,60,70,20,
2700,25,,5,,20,,6000,,60,,10,
2701,25,,3,,20,,6000,,60,,10,
2702,20,,10,,18,,3000,,70,,50,
2703,15,25,5,10,10,20,6,8,40,60,20,
2704,20,,5,,22,,3600,,60,,30,
2705,25,,5,,20,,6000,,70,,15,
2706,20,30,5,15,15,25,6,8,40,60,20,
2707,20,,5,,18,,60000,,60,,20,
2708,25,,5,,20,,3600,,70,,10,
2709,20,,5,,18,,24000,,75,,20,
2710,25,,10,,20,,3000,,60,,20,
2711,20,,5,,18,,3600,,60,,20,
2712,22,,5,,18,,3600,,70,,20,
2713,20,,5,,18,,600,,70,,15,
2714,23,,5,,18,,3600,,60,,20,
2715,25,,5,,20,,30000,,60,,20,
2716,20,,2,,18,,30000,,70,,10,
2717,25,,5,,20,,6000,,60,,20,
2718,25,,5,,20,,6000,,60,,20,
2719,20,,5,,18,,6000,,60,,20,
2720,20,,5,,18,,3600,,60,,50,
2721,25,,5,,20,,18000,,70,,20,
2722,25,,5,,20,,6000,,60,,20,
2723,25,,5,,20,,6000,,60,,50,
2724,20,,3,,18,,30000,,60,,20,
2725,18,25,2,5,15,20,6,8,40,60,10,
2726,20,,5,,18,,3600,,70,,20,
2727,20,,5,,18,,3600,,60,,50,
2728,20,,5,,15,,3600,,70,,20,
2729,25,,5,,20,,6000,,70,,20,
2730,25,,5,,18,,3600,,60,,50,
2731,25,,3,,20,,3600,,60,,25,
2732,20,30,2,5,15,25,8,10,60,80,50,
2733,25,,5,,20,,6000,,70,,20,
2734,25,,5,,20,,3600,,60,,20,
2735,25,,5,,20,,3600,,70,,20,
2736,22,,5,,18,,600,,60,,50,
2737,18,30,2,4,15,25,6,8,60,80,50,
2738,20,,5,,18,,3600,,60,,15,
2739,25,,5,,20,,3600,,60,,50,
2740,20,,5,,18,,6000,,60,,20,
2741,18,,5,,15,,6000,,60,,50,
2742,20,,5,,18,,24000,,60,,50,
2743,25,,3,,20,,3600,,60,,10,
2744,24,,5,,20,,3600,,70,,50,
2745,22,,5,,18,,24000,,70,,20,
2746,20,,5,,18,,3600,,60,,20,
2747,22,,5,,20,,3600,,70,,50,
2748,20,,5,,18,,300,,60,,50,
2749,20,,5,,18,,600,,70,,50,
2750,22,,5,,18,,3600,,60,,20,
2751,20,,5,,18,,18000,,60,,50,
2752,20,,5,,18,,3600,,60,,50,
2753,20,,5,,18,,3600,,60,,50,
2754,20,,5,,18,,3600,,60,,20,
2755,18,,5,,15,,600,,65,,20,
2756,20,,5,,18,,6000,,60,,20,
2757,25,,5,,20,,3600,,60,,30,
2758,25,,5,,20,,3600,,70,,50,
2759,25.6,,3.5,,22.3,,28000,,65,,50,
2760,23.5,,5.6,,18.7,,25000,,65,,40,
2761,25,,5,,20,,6000,,60,,20,
2762,20,,5,,18,,6000,,60,,20,
2763,20,,5,,18,,3600,,60,,20,
2764,22,,4,,18,,6000,,60,,30,
2765,25,,5,,20,,3600,,60,,15,
2766,20,,5,,18,,24000,,70,,50,
2767,18,,5,,20,,6000,,70,,20,
2768,25,,5,,20,,6000,,70,,30,
2769,28,,5,,25,,7200,,70,,50,
2770,22,,5,,18,,6000,,60,,50,
2771,25,,5,,20,,600,,60,,20,
2772,25,,5,,20,,3000,,60,,20,
2773,25,,5,,20,,3600,,60,,20,
2774,20,,5,,18,,24000,,75,,20,
2775,22,,5,,18,,24000,,60,,20,
2776,20,,5,,18,,6000,,70,,20,
2777,20,25,2,3,18,24,2400,2600,60,80,30,
2778,20,,5,,18,,3600,,60,,30,
2779,20,,5,,18,,5000,,60,,20,
2780,22,,6,,18,,3000,,60,,30,
2781,25,,4,,18,,12000,,60,,50,
2782,24.5,,2.5,,20,,24000,,70,,50,
2783,25,,5,,20,,12000,,60,,50,
2784,25,,5,,20,,18000,,70,,50,
2785,25,,5,,20,,6000,,70,,50,
2786,20,,5,,15,,3600,,70,,50,
2787,25.6,,4.3,,22.1,,25600,,75,,50,
2788,20,,5,,18,,12000,,70,,20,
2789,20,,5,,18,,3600,,70,,20,
2790,25,,10,,20,,6000,,60,,50,
2791,25,,5,,20,,3600,,70,,20,
2792,25,,5,,22,,6000,,70,,20,
2793,20,,5,,18,,18000,,70,,20,
2794,20,,5,,18,,18000,,70,,50,
2795,18,,5,,15,,18000,,60,,50,
2796,10,18,2,4,5,10,4,6,60,80,20,
2797,18,,5,,15,,3600,,70,,20,
2798,15,,5,,18,,18000,,70,,20,
2799,20,,5,,15,,20000,,60,,20,
2800,20,,5,,18,,3600,,70,,50,
2801,15,,5,,18,,3000,,70,,20,
2802,18,,5,,15,,18000,,70,,20,
2803,10,,5,,8,,600,,70,,20,
2804,15,,5,,12,,3000,,60,,50,
2805,15,,5,,18,,18000,,70,,50,
2806,20,,5,,15,,6000,,60,,30,
2807,20,,5,,18,,600,,70,,20,
2808,20,,5,,15,,3000,,70,,20,
2809,20,,5,,18,,6000,,70,,20,
2810,8,20,1,3,5,18,4,6h,40,70,10,
2811,18.5,,3.5,,15.2,,28800,,70,,20,
2812,18,,5,,15,,3600,,70,,20,
2813,20,,5,,18,,6000,,60,,30,
2814,18,,5,,15,,6000,,70,,50,
2815,18,,5,,15,,3000,,60,,20,
2816,20,,5,,15,,3000,,60,,20,
2817,20,,5,,15,,3000,,70,,30,
2818,20,,5,,18,,3000,,60,,10,
2819,15,20,2,5,10,15,24000,28000,60,70,10,20
2820,20,,5,,18,,30000,,70,,20,
2821,23,,5,,18,,3600,,70,,20,
2822,20.5,,10.2,,18.7,,32400,,65,,30,
2823,18,,5,,15,,3600,,60,,20,
2824,20,,5,,18,,3600,,70,,20,
2825,20,,5,,15,,18000,,70,,20,
2826,20,,5,,18,,24000,,60,,20,
2827,20,,5,,17,,3000,,70,,20,
2828,20,25,4,8,15,20,18000,20000,60,80,50,
2829,20,,5,,18,,30000,,60,,20,
2830,20,,5,,18,,12000,,70,,15,
2831,20,,5,,15,,18000,,70,,20,
2832,20,,5,,18,,18000,,70,,10,
2833,15,,5,,12,,3600,,70,,30,
2834,18,,3,,15,,30000,,60,,20,
2835,25,,5,,20,,6000,,60,,20,
2836,25,,5,,20,,3600,,60,,20,
2837,18,,5,,15,,3600,,60,,20,
2838,20,,5,,18,,6000,,70,,20,
2839,18.5,,4.6,,15.2,,28800,,60,,50,
2840,20,,5,,18,,600,,60,,20,
2841,18,,5,,15,,3600,,60,,20,
2842,24,,5,,20,,6000,,60,,20,
2843,25,,5,,20,,300,,65,,20,
2844,20,,5,,18,,3000,,60,,50,
2845,25,,5,,27,,30000,,60,,20,
2846,18.6,,2.3,,20.2,,18000,,60,,20,
2847,25,,5,,20,,6000,,60,,20,
2848,25,,5,,20,,6000,,60,,20,
2849,25,,5,,20,,600,,60,,20,
2850,18,25,5,10,15,20,24000,28000,50,70,20,
2851,25,,5,,20,,6000,,60,,20,
2852,20,,5,,18,,6000,,60,,10,
2853,25,,10,,30,,6000,,60,,50,
2854,20,,5,,15,,3600,,50,,20,
2855,18,,5,,20,,3600,,70,,20,
2856,18,,5,,15,,28800,,70,,50,
2857,20,,5,,18,,3600,,70,,30,
2858,20,,5,,18,,3600,,60,,20,
2859,20,,5,,18,,3600,,60,,30,
2860,18,,5,,20,,20000,,70,,20,
2861,20,,5,,18,,24000,,60,,10,
2862,25,,5,,20,,3600,,60,,15,
2863,20,,5,,18,,18000,,70,,50,
2864,25,,5,,20,,3000,,70,,50,
2865,25,,5,,22,,6000,,60,,50,
2866,25,,5,,20,,6000,,60,,50,
2867,20,,5,,22,,6000,,70,,50,
2868,25,,5,,20,,3000,,70,,20,
2869,25,,5,,20,,6000,,60,,20,
2870,25,,5,,20,,300s,,50,,50,
2871,24,,2,,18,,6000,,70,,20,
2872,20,,5,,18,,3000,,60,,50,
2873,15,25,2,5,10,20,3000,3500,60,70,10,
2874,15,,3,,12,,18000,,60,,50,
2875,20,,5,,18,,18000,,60,,20,
2876,15,,5,,12,,3600,,60,,20,
2877,20,,5,,15,,3000,,60,,10,
2878,20,,5,,15,,6000,,60,,20,
2879,20,,5,,15,,3600,,60,,20,
2880,15,25,5,10,10,20,18000,22000,40,60,20,
2881,20,,5,,18,,3600,,60,,20,
2882,16,,5,,14,,3600,,70,,20,
2883,15,25,2,4,10,20,24000,28000,50,70,20,
2884,20,,5,,18,,20000,,60,,50,
2885,18,,3,,15,,3600,,70,,10,
2886,16,,5,,12,,3600,,60,,50,
2887,18,,5,,15,,6000,,60,,30,
2888,15,,5,,12,,18000,,70,,50,
2889,18.5,,3.2,,15.2,,32000,,65,,30,
2890,20,,5,,15,,18000,,70,,20,
2891,15,,5,,12,,3000,,70,,20,
2892,15,,5,,12,,18000,,60,,20,
2893,25,,5,,18,,3600,,60,,20,
2894,15,,5,,18,,18000,,60,,20,
2895,20,,5,,18,,300,,70,,20,
2896,15,,5,,12,,18000,,60,,20,
2897,20,,5,,15,,30000,,60,,20,
2898,20,,5,,18,,18000,,70,,20,
2899,25,,5,,20,,18000,,70,,20,
2900,20,,5,,18,,6000,,60,,20,
2901,25,,5,,20,,3600,,60,,20,
2902,25,,5,,20,,3600,,50,,20,
2903,20,,5,,18,,3000,,70,,20,
2904,20,,5,,18,,3600,,60,,20,
2905,20,,5,,18,,3600,,50,,20,
2906,24,,5,,20,,30000,,60,,20,
2907,20,,5,,18,,3600,,60,,20,
2908,24,,5,,20,,1800,,60,,20,
2909,18,,5,,15,,30000,,60,,20,
2910,20,,5,,18,,3600,,60,,20,
2911,15,25,5 , 10,10 , 20,18000 , 20000,60 , 80,30,
2912,10,25,2,5,10,20,3000,4000,40,70,50,
2913,20,,5,,18,,3600,,70,,20,
2914,10,25,2,5,12,18,500,800,40,70,10,
2915,20,,5,,18,,24000,,60,,20,
2916,20,,5,,15,,3000,,60,,10,
2917,20,,5,,15,,24000,,70,,20,
2918,20,,5,,18,,3600,,60,,50,
2919,10,20,1,2,8,15,18000,,60,70,20,
2920,15,,5,,10,,18000,,70,,20,
2921,18.5,,3.2,,15.8,,31500,,65,,20,
2922,15,,5,,18,,18000,,70,,20,
2923,18,,5,,14,,3000,,70,,20,
2924,18,,3,,15,,3600,,70,,10,
2925,18,,4,,15,,12000,,60,,20,
2926,20,30,5,10,15,25,3000,3500,40,60,20,
2927,22,,5,,18,,3600,,60,,20,
2928,20,,5,,15,,18000,,60,,20,
2929,20,,5,,18,,300,,60,,20,
2930,20,,5,,18,,30000,,60,,20,
2931,10,25,2,4,10,20,3000,3500,40,70,50,
2932,18,,5,,15,,3600,,70,,20,
2933,17,,3,,12,,18000,,60,,20,
2934,15,,5,,12,,20000,,70,,20,
2935,20,,5,,18,,30000,,60,,50,
2936,20,,5,,18,,6000,,70,,20,
2937,20,,5,,18,,6000,,60,,10,
2938,10,30,5,10,10,20,18000,22000,40,70,20,
2939,25,,5,,20,,6000,,60,,20,
2940,20,,5,,18,,6000,,70,,50,
2941,18,,5,,15,,24000,,60,,30,
2942,18,,3,,15,,18000,,65,,15,
2943,23,,5,,18,,3600,,60,,20,
2944,20,,5,,18,,6000,,60,,10,
2945,20,,3,,18,,18000,,60,,20,
2946,20,,5,,18,,3600,,70,,20,
2947,22,,5,,18,,3600,,60,,20,
2948,18,,1.5,,15,,2400,,70,,10,
2949,20,,5,,18,,6000,,60,,20,
2950,20,,5,,18,,5000,,60,,20,
2951,15,25,2,5,10,20,6,8,40,60,10,
2952,25,,5,,18,,3600,,70,,20,
2953,18,,4,,20,,18000,,60,,20,
2954,20,,5,,18,,3600,,60,,20,
2955,20,,5,,15,,3600,,70,,20,
2956,20,,5,,18,,6000,,60,,20,
2957,20,,5,,18,,3600,,60,,15,
2958,18,,5,,15,,6000,,60,,20,
2959,25,,5,,20,,6000,,60,,10,
2960,25,,5,,20,,20000,,60,,20,
2961,20,,5,,18,,6000,,50,,30,
2962,20,,5,,15,,6000,,70,,20,
2963,20,,5,,15,,3600,,70,,20,
2964,18,,5,,15,,6000,,60,,20,
2965,20,,2,,18,,24000,,60,,10,
2966,20,,5,,18,,3600,,60,,20,
2967,15,,3,,12,,3600,,60,,10,
2968,18,,5,,15,,3600,,60,,20,
2969,20,,5,,18,,18000,,60,,10,
2970,18,,5,,15,,3600,,60,,10,
2971,20,,5,,18,,3600,,60,,20,
2972,23,,5,,18,,600,,60,,20,
2973,20,,5,,15,,3600,,60,,20,
2974,25,,5,,20,,3600,,60,,20,
2975,18,,5,,15,,3000,,60,,20,
2976,20,25,5,10,15,20,3000,3500,60,80,50,
2977,18,,3,,15,,300,,60,,20,
2978,15,20,2,5,10,15,6,8h,40,60,10,
2979,15,25,2 , 5,12 , 18,6 , 8,40 , 60,10,
2980,20,,5,,18,,3600,,60,,20,
2981,20,,5,,15,,20000,,70,,20,
2982,18,,3,,15,,20000,,70,,20,
2983,20,,5,,15,,3000,,60,,10,
2984,15,20,10,15,10,15,3000,3500,60,70,20,
2985,15,20,2,5,10,15,20000,25000,60,80,20,
2986,18,,5,,15,,12000,,70,,10,
2987,25,,10,,20,,6000,,60,,50,
2988,25,,5,,20,,600,,60,,10,
2989,20,,5,,18,,6000,,60,,30,
2990,18,,5,,15,,600,,60,,20,
2991,21,,5,,18,,8h,,60,,15,
2992,20,,5,,15,,3000,,60,,20,
2993,20,,5,,18,,3600,,60,,10,
2994,25,,10,,20,,18000,,60,,50,
2995,25,,5,,20,,3600,,60,,20,
2996,20,25,2,4,18,22,6,8,60,80,10,
2997,25,,3,,20,,30000,,60,,10,
2998,25,,5,,20,,3600,,70,,10,
2999,20,,5,,15,,3600,,60,,20,
3000,18,,5,,15,,24000,,70,,20,
3001,25,,5,,20,,600,,70,,20,
3002,20,,5,,18,,300,,60,,50,
3003,18,,3,,15,,6000,,60,,20,
3004,10,25,1,5,10,20,18000,22000,40,70,20,30
3005,20,,3,,18,,6000,,60,,50,
3006,22,,10,,20,,3600,,60,,20,
3007,22,,3,,18,,3600,,50,,20,
3008,24,,3,,18,,6000,,60,,15,
3009,20,,5,,18,,600,,70,,20,
3010,18,,3,,15,,3600,,60,,20,
3011,18,,5,,15,,3600,,70,,20,
3012,25,,5,,20,,6000,,60,,20,
3013,15,,5,,18,,3600,,70,,20,
3014,25,,5,,28,,10s,,70,,30,
3015,24,,5,,20,,3600,,60,,30,
3016,20,,5,,15,,18000,,60,,20,
3017,18,,3,,15,,24000,,60,,10,
3018,25,,5,,20,,3600,,60,,20,
3019,8,25,1,5,10,20,18000,25000,30,70,10,
3020,20.5,,5.2,,18.3,,43200,,65,,50,
3021,22,,5,,18,,3600,,60,,20,
3022,25,,10,,20,,3600,,60,,50,
3023,18,,5,,15,,6000,,70,,10,
3024,25,,5,,20,,6000,,60,,30,
3025,20,,5,,18,,3600,,70,,20,
3026,18,,5,,16,,3600,,60,,20,
3027,20,,5,,18,,600,,60,,30,
3028,20,,5,,18,,6000,,60,,20,
3029,18,,3,,15,,3600,,60,,20,
3030,15,,5,,18,,6000,,60,,20,
3031,20,,5,,18,,3000,,60,,20,
3032,20,,5,,18,,3600,,60,,50,
3033,20,,5,,15,,18000,,60,,10,
3034,20,,5,,18,,3000,,60,,20,
3035,24,,5,,20,,3600,,70,,30,
3036,15,,5,,12,,3600,,60,,20,
3037,16,,5,,14,,18000,,70,,20,
3038,18,,3,,15,,3600,,70,,20,
3039,18,,5,,15,,3000,,60,,20,
3040,15,,5,,10,,18000,,60,,20,
3041,15,25,3,6,10,15,2400,2800,40,60,20,
3042,16,,2.5,,15,,24000,,70,,20,
3043,20,,5,,15,,30000,,60,,30,
3044,15,,10,,12,,3600,,60,,25,
3045,15,,5,,12,,3600,,60,,20,
3046,15,25,2,4,10,20,24000,28000,40,60,20,
3047,20,,5,,15,,6000,,70,,10,
3048,15,,5,,12,,18000,,60,,20,
3049,20,,5,,15,,3600,,60,,20,
3050,25,,2,,20,,6000,,50,,50,
3051,18,,2,,15,,30000,,60,,30,
3052,15,,3,,18,,24000,,60,,20,
3053,20,,3,,18,,3600,,60,,10,
3054,20,,5,,18,,600,,70,,20,
3055,18,,5,,15,,24000,,70,,30,
3056,20,,5,,18,,6000,,60,,20,
3057,18.5,,4.2,,15.7,,32000,,65,,20,
3058,20,,5,,15,,6000,,70,,20,
3059,5,25,5,10,5,20,18000,22000,40,60,20,
3060,20,,5,,15,,6000,,60,,20,
3061,20,,5,,15,,300,,60,,20,
3062,18,,5,,15,,8000,,70,,20,
3063,15,,5,,12,,3000,,60,,20,
3064,18,,5,,15,,24000,,70,,20,
3065,25,,5,,18,,8000,,70,,50,
3066,20,25,5,10,15,20,8000,9000,60,70,50,75
3067,25,,5,,20,,600,,60,,20,
3068,20,,5,,18,,3000,,60,,50,
3069,20,,5,,18,,6000,,60,,20,
3070,18,,5,,15,,6000,,70,,20,
3071,18,,5,,15,,30000,,60,,20,
3072,24,,5,,18,,300,,70,,20,
3073,20,,5,,18,,6000,,50,,20,
