Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Herb,Kryddtimjan,20,5,18,0.3,4,300,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Northern Europe"",""North America""]","[""Spring"",""Summer""]",30,35,30,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,12,8,0.2,kryddtimjan
Herb,Kummin,15-25,2-5,10-20,0.2-0.4,3-5,6-8,40-60,"[""Well-drained sandy loam"",""Silt loam"",""Clay loam""]","[""Mediterranean region"",""Middle East"",""North Africa""]","[""Spring"",""Summer""]",30,35,10,7-10,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,24-36,12-18,0.5-1,kummin
Perennial,Kungsljus,15 - 25,10 - 20,10 - 15,0.2 - 0.3,2 - 4,3000 - 3500,40 - 60,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America""]","[""Spring"",""Summer""]",30,30,50,12,"[""Organic compost"",""Slow-release granular fertilizer""]",4 - 6,24 - 36,12 - 18,0.25 - 0.5,kungsljus
Herb,Kungsmynta,20,5,18,0.4,3,12000,60,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America""]","[""Spring"",""Summer""]",40,35,50,48,"[""Nitrogen-based fertilizer"",""Organic compost""]",4,24,12,0.2,kungsmynta
Perennial Herb,Kvanne,12,2,10,0.3,3,25000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Norway"",""Sweden"",""Finland""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,30,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,40,24,0.5,kvanne
Vegetable,Kålrabbi,15,5,12,0.4,2,3600,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Northern Europe"",""North America"",""Scandinavia""]","[""Spring"",""Fall""]",40,30,20,48,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4,24,12,0.5,kålrabbi
Vegetable,Kålrot,10,3,12,0.3,2,5000,70,"[""loam"",""silt"",""clay""]","[""Northern Europe"",""Scandinavia"",""Canada""]","[""Spring"",""Summer"",""Autumn""]",30,25,20,48,"[""NPK"",""compost"",""manure""]",4,20,16,0.5,kålrot
Perennial Flower,Kärleksört,18,5,20,0.35,3,7200,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,kärleksört
Flowering Plant,Lackpion,25,5,20,0.3,4,600,60,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,1,lackpion
Perennial,Libbsticka,20,10,18,0.3,5,600,60,"[""Loam"",""Sandy""]","[""Temperate regions"",""Northern Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,libbsticka
Perennial,Lila Sköldpaddsört,20,5,18,0.4,3,3600,60,"[""Loam"",""Sandy loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,20,48,"[""Compost"",""Organic fertilizer""]",4,12,24,0.2,lila sköldpaddsört
Perennial Flower,Liljekonvalj,12,3,10,0.2,4,18000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""North America""]","[""Spring""]",30,25,15,48,"[""Slow-release fertilizer"",""Organic compost""]",4,12,12,0.5,liljekonvalj
Flowering plant,Lins,20,5,18,0.2,3,30000,50,"[""loam"",""sandy loam"",""clay""]","[""temperate regions"",""subtropical regions""]","[""Spring"",""Summer""]",30,35,20,24,"[""nitrogen-based fertilizer"",""phosphorus-based fertilizer""]",4,24,12,1,lins
Perennial Flower,Liten Blåklocka,15,5,18,0.4,3,5000,60,"[""Loam"",""Clay""]","[""Northern Europe"",""North America""]","[""Late Spring"",""Summer""]",40,30,20,48,"[""NPK fertilizer"",""Organic compost""]",4,12,36,1,liten blåklocka
Flower,Liten fingerborgsblomma,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy soil""]","[""Shaded gardens"",""Rock gardens""]","[""Spring"",""Summer""]",30,30,20,48,"[""Organic compost"",""Liquid fertilizer""]",4,12,6,0.5,liten fingerborgsblomma
Fruit Tree,Liten Rosenkvitten,15-25,5-10,10-15,0.2-0.3,4-6,2000-2200,60-70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",40-50,35-40,20-30,48-72,"[""NPK 10-10-10"",""Organic Compost""]",4-6,120-150,36-48,4-6,liten rosenkvitten
Perennial,Löjtnantshjärta,18,2.5,15,0.3,3,24000,70,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,10,48,"[""NPK 10-10-10"",""Compost""]",6,18,12,0.5,löjtnantshjärta
Flowering plant,Luddpion,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Late spring"",""Early autumn""]",40,35,20,48,"[""NPK fertilizers"",""Organic compost""]",4,36,12,1,luddpion
Flowering Plant,Luktkaprifiol,15-25,5-10,10-15,0.3-0.5,2-4,2400-2800,60-80,"[""Loamy soil"",""Sandy soil"",""Well-drained soil""]","[""Temperate regions"",""Mediterranean regions"",""Subtropical regions""]","[""Spring"",""Summer""]",20,30,20,48,"[""Organic fertilizers"",""Slow-release fertilizers""]",4-6,24,12,0.5,luktkaprifiol
Herb,Luftlök,20,3,18,0.3,4,18000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,20,48,"[""Compost"",""Liquid Kelp"",""Bone Meal""]",4,12,12,0.5,luftlök
Flowering Plant,Luktpion,22,5,18,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate Regions"",""Subtropical Regions""]","[""Late Spring"",""Summer""]",30,32,20,48,"[""NPK (20-10-10)"",""Compost"",""Bone Meal""]",4,24,12,2,luktpion
Flowering Plant,Luktreseda,20°C,5mm,18°C,0.3 m³/m³,3mm/day,6 hours,50%,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Mediterranean regions"",""Subtropical regions"",""Temperate regions""]","[""Late spring"",""Summer"",""Early autumn""]",40 km/h,35°C,20mm,24,"[""NPK fertilizer"",""Organic compost""]",4-6 weeks,12 inches,12 inches,1 inch,luktreseda
Perennial Flower,Lunddocka,23,5,18,0.4,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,0.5,lunddocka
Flowering plant,Lundviva,20 °C,5 mm,18 °C,0.3 m³/m³,3 mm/day,300 seconds,60%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",40 km/h,35 °C,50 mm,12 hours,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks,24 in,12 in,0.5 in,lundviva
Herbaceous perennial,Lungmålla,15-25,5-10,10-20,0.3-0.5,3-5,18000-21000,40-60,"[""Well-drained sandy loam"",""Loamy soil""]","[""Mediterranean climates"",""Temperate regions""]","[""Spring"",""Summer""]",30-40,35-40,20-30,Every 2-3 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",Every 4-6 weeks,12-18,12-24,0.5-1,lungmålla
Flowering plant,Lupinväppling,20,5,15,0.3,2,6000,50,"[""Sandy loam"",""Clay loam"",""Peat""]","[""Northern Europe"",""North America"",""Asia""]","[""Late spring"",""Summer""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,12,1,lupinväppling
Shrub,Lyckobladbuske,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Early Fall""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorous-based"",""Potassium-based""]",4,60,36,1,lyckobladbuske
Grain,Majs,25,10,20,0.3,5,3600,70,"[""Loam"",""Silt"",""Clay""]","[""Midwest"",""Great Plains"",""Corn Belt""]","[""Spring"",""Summer""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,12,2,majs
Tree,Makedonisk Tall,15,5,12,0.2,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Macedonia"",""Greece"",""Bulgaria""]","[""Late Spring"",""Summer"",""Early Fall""]",40,40,50,48,"[""NPK"",""Compost""]",4,120,36,6,makedonisk tall
Leafy vegetable,Malabarspenat,25,5,20,0.4,3,6000,70,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",30,35,50,48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,12,6,0.5,malabarspenat
Perennial,Mandarinlilja,20,5,18,0.3,3,600,50,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical""]","[""Late Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,mandarinlilja
Leafy Vegetable,Mangold,24,5,20,0.3,4,600,65,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""Northern Europe"",""North America""]","[""Spring"",""Summer"",""Autumn""]",40,35,15,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,mangold
Flower,Mannablod,20°C,10mm,18°C,0.3 m³/m³,5mm/day,3600 seconds,60%,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Mediterranean climate""]","[""Spring"",""Summer""]",40 km/h,35°C,20mm,48 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,1 in,mannablod
Vegetable,Maralrot,18,5,15,0.3,4,18000,60,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Fall""]",30,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,12,2,maralrot
Flower,Mariaklocka,20,10,15,0.3,5,3600,70,"[""Loam"",""Sandy loam"",""Clay""]","[""Garden beds"",""Containers""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,mariaklocka
Flowering Plant,Mattram,25,5,20,0.3,3,6000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical Regions"",""Subtropical Regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic Compost""]",4,24,18,1,mattram
Fruit,Melongurka,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Mediterranean climate zones""]","[""Start of summer"",""Late spring""]",30,35,50,48,"[""Nitrogen-based"",""Potassium-based""]",4,60,36,2,melongurka
Flowering Plant,Midsommarros,20,5,18,0.3,3,18000,60,"[""Loam"",""Sandy Loam""]","[""Northern Europe"",""Scandinavia"",""Baltic Region""]","[""Late Spring"",""Summer""]",50,35,30,24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.5,midsommarros
Leafy vegetable,Mizunakål,15,5,12,0.4,3,3600,70,"[""Loamy soil"",""Sandy soil""]","[""Scandinavia"",""Northern Europe"",""North America""]","[""Spring"",""Autumn""]",40,30,10,24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,20,12,0.5,mizunakål
Root Vegetable,Morot,15,5,10,0.3,3,24000,60,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,48,"[""Nitrogen-based"",""Potassium-based""]",3,12,6,2,morot
Flowering Plant,Myskmalva,25,5,20,0.3,3,18000,60,"[""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,myskmalva
Vegetable,myskpumpa 28,20,5,18,0.3,4,3600,60,"[""loam"",""sandy loam"",""clay""]","[""temperate regions"",""coastal areas""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,24,"[""nitrogen"",""phosphorus"",""potassium""]",4,24,12,2,"myskpumpa 28,"
Perennial,Månviol,10-20,2-5,8-15,0.2-0.4,2-4,18000-22000,40-60,"[""Well-drained loamy soil"",""Sandy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",30,25,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,12,12,0.25,månviol
Flower,"Märgärt 29, 30",20,5,18,0.3,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",30,35,10,48,"[""NPK"",""Organic compost""]",4,24,8,0.5,"märgärt 29, 30,"
Flowering Plant,Narcisstobak,22,5,18,0.4,4,30000,60,"[""Loam"",""Clay"",""Sandy""]","[""Sunlit Gardens"",""Mediterranean Climates"",""Temperate Regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK Fertilizer"",""Organic Compost""]",4,24,12,2,narcisstobak
Flowering plant,Nattljus,20,5,18,0.3,3,6000,60,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late spring"",""Summer""]",40,35,10,48,"[""All-purpose fertilizer"",""Organic compost""]",2,36,12,0.5,nattljus
Flower,Nejlika ’Ellen’,15 °C,5 mm,12 °C,0.3 m³/m³,3 mm/day,3600 seconds,60%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40 km/h,30 °C,20 mm,48 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,12 in,8 in,0.5 in,nejlika ’ellen’
Flowering plant,Nejlikrot,18,5,15,0.4,3,6000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,12,12,1,nejlikrot
Perennial,Nordisk Stormhatt,10,5,15,0.3,3,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""Scandinavia"",""Alpine regions""]","[""Spring"",""Summer""]",40,28,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,0.5,nordisk stormhatt
Leafy vegetable,Nyzeeländsk spenat,15,5,10,0.3,3,5000,60,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""Nitrogen-based"",""Potassium-based""]",4,24,12,0.5,nyzeeländsk spenat
Perennial flower,Nässelklocka,15,5,18,0.4,3,6000,60,"[""Loamy soil"",""Sandy soil""]","[""Northern Europe"",""North America""]","[""Late spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.2,nässelklocka
Herb,Nässelsnärja,20,5,18,0.3,4,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Northern Europe""]","[""Late spring"",""Summer""]",40,35,15,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,36,24,0.5,nässelsnärja
Indoor Plant,Näva,20,2,22,0.4,4,600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Indoors"",""Greenhouses""]","[""Year-round""]",30,35,10,48,"[""All-purpose liquid fertilizer"",""Slow-release granular fertilizer""]",4,24,12,0.5,näva
Flowering Plant,Opievallmo,20,5,18,0.3,3,3000,60,"[""Loam"",""Sandy"",""Clay""]","[""Southwest United States"",""Mediterranean region"",""Southeast Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,1,opievallmo
Perennial,Orangegul Daglilja,18,5,15,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America""]","[""Spring"",""Summer""]",30,30,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,1,orangegul daglilja
Flowering Plant,Ormlök,25,10,20,0.3,5,6000,60,"[""Loam"",""Sandy Loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,ormlök
Leafy Vegetable,Palmkål,18,5,14,0.3,3,3600,70,"[""Loamy"",""Sandy""]","[""Coastal regions"",""Mild temperate regions""]","[""Spring"",""Autumn""]",40,30,30,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,20,12,0.5,palmkål
Root vegetable,Palsternacka,5-20,1-3,5-15,0.2-0.4,2-5,18000-22000,40-70,"[""Loamy"",""Sandy"",""Clayey""]","[""Temperate regions"",""Cool climates""]","[""Spring"",""Autumn""]",20,30,10,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,24-36,12,0.5-1,palsternacka
Flowering plant,Paradislilja,20 °C,5 mm,18 °C,0.3 m³/m³,4 mm/day,8 hours,60 %,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean climate""]","[""Spring"",""Summer""]",30 km/h,35 °C,50 mm,48 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 inches,12 inches,1 inch,paradislilja
Flower,Parksmörblomma,15 °C,5 mm,10 °C,0.3 m³/m³,3 mm/day,300 seconds,60 %,"[""Loam"",""Sandy soil"",""Clay""]","[""Temperate regions"",""Cool climates""]","[""Spring"",""Summer""]",40 km/h,30 °C,20 mm,48 hours,"[""NPK fertilizer"",""Compost""]",4 weeks,12 in,6 in,0.5 in,parksmörblomma
Flowering Plant,Pastellakleja,25,5,20,0.4,3,6000,60,"[""Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic fertilizer"",""Slow-release granular fertilizer""]",4,36,24,1,pastellakleja
Herb,Pepparmynta,18,5,20,0.4,3,3000,60,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Summer""]",40,35,30,48,"[""All-purpose fertilizer"",""Organic compost""]",6,24,12,0.5,pepparmynta
Perennial Herb,Pimpinella major,20,5,18,0.3,4,6000,70,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Central Europe"",""Western Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,pimpinell
Herb,Pimpinellifoliaros,25,5,20,0.3,3,7200,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,pimpinellifoliaros
Flowering Plant,Pingstiris,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,pingstiris
Flowering Plant,Pion 18,20,5,18,0.4,3,600,60,"[""Loam"",""Clay"",""Silt""]","[""Temperate regions"",""Moderate climates""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,2,"pion 18,"
Flowering Plant,Pionvallmo,20,5,18,0.3,4,600,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",40,35,30,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,0.5,pionvallmo
Vegetable,Piplök,20,5,18,0.4,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mild Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,10,1,piplök
Flowering Plant,Plocksallat,22,5,20,0.4,3,600,60,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,10,48,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,24,12,2,plocksallat
Shrub,Plymspirea,20,10,18,0.3,5,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,50,24,"[""NPK"",""Compost""]",4,60,36,2,plymspirea
Perennial,Porslinsveronika,20,5,15,0.3,2,6000,60,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Coastal areas""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Liquid fertilizer""]",4,12,12,0.5,porslinsveronika
Vegetable,Portlak,20,5,18,0.4,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwest Asia"",""North Africa""]","[""Start of spring"",""Summer"",""Autumn""]",30,35,10,48,"[""NPK fertilizer"",""Compost""]",4,12,12,0.5,portlak
Perennial,Praktbetonika,25,5,20,0.3,3,3000,60,"[""Loam"",""Silt"",""Clay""]","[""Temperate regions"",""Coastal areas""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,praktbetonika
Flower,Praktnejlika,22,5,18,0.3,3,6000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",40,35,50,48,"[""NPK 20-20-20"",""Organic compost""]",4,24,12,0.5,praktnejlika
Ornamental grass,Prydnadsgräs,20,5,15,0.3,3,6000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Sunny gardens"",""Parks"",""Open fields""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,36,12,0.5,prydnadsgräs
Flower,Prästkrage,18,5,15,0.35,3,5000,65,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer""]",30,30,20,48,"[""NPK"",""Organic compost""]",4,18,12,0.2,prästkrage
Vegetable,Purjolök,10-20,3-5,10-15,0.3-0.4,2-4,6-8,50-70,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Fall""]",25,30,20,48,"[""Nitrogen"",""Potassium"",""Phosphorus""]",2-4,24,12,4,purjolök
Flowering Plant,Purpurklätt,25,5,20,0.3,3,6000,80,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mediterranean climate zones""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,0.5,purpurklätt
Vegetable,Rhubarb,15,5,10,0.3,3,24000,60,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Northern Hemisphere""]","[""Spring"",""Summer""]",40,35,20,48,"[""Compost"",""Manure""]",8,36,24,2,rabarber
Flowering Perennial,Rabattiris,20,5,18,0.3,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,2,rabattiris
Herb,Ramslök,12,5,10,0.2,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Shaded woodlands"",""Moist meadows""]","[""Spring"",""Early summer""]",40,28,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,20,12,0.5,ramslök
Leafy Vegetable,Rankspenat,20,5,18,0.4,3,20000,60,"[""Loamy"",""Sandy""]","[""Northern Hemisphere"",""Temperate regions""]","[""Spring"",""Fall""]",30,35,20,48,"[""NPK Fertilizer""]",4,10,12,1,rankspenat
Herb,Renfana,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",4,24,12,0.5,renfana
